Occupancy,FIRM,Total loss ratio (%),Foundation (%),Below First Floor (%),Structure Framing (%),Roof Covering (%),Roof Framing (%),Exterior Walls (%),Interiors (%)
IND6,0,10,0,0,0,4.55,0.56,0.63,4.27
IND6,0,20,0,0,0,6.59,1.22,1.25,10.94
IND6,0,30,0,0,0,8.13,1.8,2.09,17.98
IND6,0,40,0,0,0,9.31,2.31,3.05,25.33
IND6,0,50,0,0,0,10.18,3.01,3.89,32.92
IND6,0,60,0,0,0,11.04,3.69,4.89,40.38
IND6,0,70,0.02,0,0.02,11.25,4.66,6.61,47.44
IND6,0,80,0.74,0,0.41,11.25,6.01,8.29,53.3
IND6,0,90,7.33,0,2.25,11.25,6.61,9,53.56
IND6,0,100,9.44,0,2.9,11.25,8.51,11.59,56.25
IND6,1,0,0,0,0,0,0,0,0
IND6,1,10,0,0,0,4.71,0.58,0.59,4.13
IND6,1,20,0,0,0,6.88,1.27,1.19,10.66
IND6,1,30,0,0,0,8.52,1.89,2,17.59
IND6,1,40,0,0,0,9.79,2.43,2.92,24.86
IND6,1,50,0,0,0,10.73,3.17,3.73,32.38
IND6,1,60,0,0,0,11.25,3.93,4.73,40.09
IND6,1,70,0.02,0,0.02,11.25,4.98,6.42,47.31
IND6,1,80,1.01,0,0.38,11.25,6.59,8.26,52.5
IND6,1,90,9.29,0,1.96,11.25,6.7,8.3,52.5
IND6,1,100,13.05,0,2.75,11.25,8.75,11.65,52.5
REL1,0,0,0,0,0,0,0,0,0
REL1,0,10,0,0,0,2.9,1.52,0.98,4.6
REL1,0,20,0,0,0,3.66,3.17,1.84,11.33
REL1,0,30,0,0,0,4.55,4.73,3.02,17.7
REL1,0,40,0,0,0,4.66,6.41,4.08,24.86
REL1,0,50,0,0,0,4.8,8.86,4.47,31.87
REL1,0,60,0,0,0.01,4.96,10.28,5.08,39.67
REL1,0,70,0,0,0.04,5,12.05,6.17,46.73
REL1,0,80,1.04,0,1.08,5,14.6,7.14,51.15
REL1,0,90,2.86,0,2.48,5,16.02,7.83,55.8
REL1,0,100,3.67,0,3.19,5,20.55,10.05,57.5
REL1,1,0,0,0,0,0,0,0,0
REL1,1,10,0,0,0,3.02,1.58,0.92,4.48
REL1,1,20,0,0,0,3.84,3.32,1.74,11.11
REL1,1,30,0,0,0,4.78,4.97,2.85,17.39
REL1,1,40,0,0,0,4.91,6.75,3.87,24.48
REL1,1,50,0,0,0,5,9.34,4.25,31.41
REL1,1,60,0,0,0.01,5,10.88,4.84,39.27
REL1,1,70,0.01,0,0.04,5,12.77,5.89,46.29
REL1,1,80,1.63,0,1.04,5,15.34,6.75,50.24
REL1,1,90,4.53,0,2.4,5,16.89,7.43,53.75
REL1,1,100,6.29,0,3.34,5,21.25,10.33,53.75
RES1,0,0,0,0,0,0,0,0,0
RES1,0,10,0,0,0,2.63,0.02,0.61,6.75
RES1,0,20,0,0,0.005295405,5.26,0.04,1.204705,13.49
RES1,0,30,0,0,0.01377666,5.74,0.08,1.816223,22.35
RES1,0,40,0,0,0.03986097,5.74,0.12,2.190139,31.91
RES1,0,50,0,0,0.07709244,5.74,0.19,2.702908,41.29
RES1,0,60,0,0,0.1745098,5.74,0.54,6.05549,47.49
RES1,0,70,0.03,0,0.274213,5.74,0.92,9.585787,53.45
RES1,0,80,1.82,0,0.3876498,5.74,1.87,13.63235,56.56
RES1,0,90,3.19,0,3.180715,6.25,2.85,13.63235,60.93
RES1,0,100,4.54,0,5.233071,6.25,4.06,18.62693,61.25
RES1,1,0,0,0,0,0,0,0,0
RES1,1,10,0,0,0,2.71,0.02,0.59,6.68
RES1,1,20,0,0,0.00265625,5.42,0.04,1.187344,13.35
RES1,1,30,0,0,0.01141582,5.94,0.09,1.778584,22.18
RES1,1,40,0,0,0.03114257,5.94,0.12,2.168857,31.74
RES1,1,50,0,0,0.06099315,5.94,0.2,2.679007,41.13
RES1,1,60,0,0,0.1402989,5.94,0.56,6.019701,47.35
RES1,1,70,0.07,0,0.2219328,5.94,0.96,9.508067,53.31
RES1,1,80,3.4,0,0.3028326,5.94,1.9,13.24717,55.21
RES1,1,90,5.94,0,2.961146,6.25,2.89,13.24717,58.75
RES1,1,100,8.31,0,4.148383,6.25,4.05,18.46162,58.75
RES2,0,0,0,0,0,0,0,0,0
RES2,0,10,0,0,0,1.74,0.01,0.76,7.48
RES2,0,20,0,0,0.004726477,1.74,0.09,1.075274,17.09
RES2,0,30,0,0,0.01061481,1.75,0.19,1.399385,26.65
RES2,0,40,0,0,0.03360477,2.33,0.37,1.846395,35.43
RES2,0,50,0,0,0.0582353,2.61,0.62,2.041765,44.67
RES2,0,60,0,0,0.08795518,2.67,1.14,3.052045,53.05
RES2,0,70,0,0,0.1732604,3.1,2.4,6.05674,58.27
RES2,0,80,0.41,0,0.3398157,3.29,3.1,11.95018,60.9
RES2,0,90,0.81,0,3.786067,3.54,4.05,13.46393,64.35
RES2,0,100,1.05,0,4.910665,3.75,5.26,17.47934,67.5
RES2,1,0,0,0,0,0,0,0,0
RES2,1,10,0,0,0,1.79,0.01,0.78,7.41
RES2,1,20,0,0,0.002477678,1.79,0.09,1.107522,17
RES2,1,30,0,0,0.009311224,1.81,0.19,1.450689,26.53
RES2,1,40,0,0,0.02746208,2.41,0.38,1.912538,35.27
RES2,1,50,0,0,0.0483048,2.7,0.64,2.121695,44.49
RES2,1,60,0,0,0.07402135,2.76,1.17,3.175979,52.81
RES2,1,70,0,0,0.1466627,3.2,2.48,6.283337,57.89
RES2,1,80,0.57,0,0.2822713,3.38,3.19,12.34773,60.24
RES2,1,90,1.11,0,3.236005,3.62,4.15,14.424,63.46
RES2,1,100,1.51,0,4.412587,3.75,5.65,19.63741,65
RES3A,0,0,0,0,0,0,0,0,0
RES3A,0,10,0,0,0,3.72,0.64,1.77,3.87
RES3A,0,20,0,0,0.02,4.42,1.2,4.55,9.81
RES3A,0,30,0,0,0.06,4.61,1.71,7.91,15.71
RES3A,0,40,0,0,0.18,4.87,2.47,9.89,22.59
RES3A,0,50,0,0,0.33,5.11,3.23,11.57,29.76
RES3A,0,60,0,0,0.4,6.13,3.88,13.88,35.72
RES3A,0,70,0,0,0.47,6.25,4.59,16.43,42.27
RES3A,0,80,0.05,0,0.54,6.25,5.31,18.99,48.86
RES3A,0,90,2.07,0,5.34,6.25,5.42,18.99,51.94
RES3A,0,100,2.32,0,5.97,6.25,6.06,21.25,58.11
RES3A,1,0,0,0,0,0,0,0,0
RES3A,1,10,0,0,0,3.82,0.65,1.72,3.81
RES3A,1,20,0,0,0.01,4.57,1.24,4.47,9.72
RES3A,1,30,0,0,0.05,4.78,1.77,7.79,15.62
RES3A,1,40,0,0,0.14,5.06,2.57,9.75,22.48
RES3A,1,50,0,0,0.26,5.31,3.36,11.42,29.66
RES3A,1,60,0,0,0.32,6.25,4.04,13.73,35.67
RES3A,1,70,0,0,0.38,6.25,4.79,16.28,42.3
RES3A,1,80,0.1,0,0.43,6.25,5.53,18.81,48.87
RES3A,1,90,3.9,0,4.22,6.25,5.57,18.81,51.24
RES3A,1,100,4.37,0,4.73,6.25,6.23,21.05,57.33
RES3B,0,0,0,0,0,0,0,0,0
RES3B,0,10,0,0,0,4.08,0.63,1.62,3.66
RES3B,0,20,0,0,0,5.14,1.36,3.75,9.74
RES3B,0,30,0,0,0.03,5.32,1.92,7.51,15.22
RES3B,0,40,0,0,0.08,5.53,2.83,9.75,21.8
RES3B,0,50,0,0,0.21,5.77,3.6,11.55,28.87
RES3B,0,60,0,0,0.33,6,4.21,13.03,36.42
RES3B,0,70,0.37,0,1.11,6.17,4.61,14.68,43.05
RES3B,0,80,1.19,0,2.81,6.25,5.08,16.04,48.63
RES3B,0,90,2.05,0,4.49,6.25,5.6,16.83,54.78
RES3B,0,100,2.3,0,5.04,6.25,6.25,18.87,61.25
RES3B,1,0,0,0,0,0,0,0,0
RES3B,1,10,0,0,0,4.18,0.65,1.58,3.6
RES3B,1,20,0,0,0,5.29,1.4,3.67,9.63
RES3B,1,30,0,0,0.02,5.5,1.98,7.39,15.11
RES3B,1,40,0,0,0.06,5.73,2.93,9.6,21.67
RES3B,1,50,0,0,0.17,5.98,3.73,11.39,28.73
RES3B,1,60,0,0,0.27,6.23,4.37,12.85,36.28
RES3B,1,70,0.71,0,0.89,6.25,4.79,14.48,42.88
RES3B,1,80,2.26,0,2.23,6.25,5.25,15.76,48.24
RES3B,1,90,3.87,0,3.56,6.25,5.76,16.46,54.1
RES3B,1,100,4.65,0,4.27,6.25,6.25,19.78,58.75
RES3C,0,0,0,0,0,0,0,0,0
RES3C,0,10,0,0,0,2.05,0.55,0.84,6.55
RES3C,0,20,0,0,0,2.31,0.96,2.01,14.72
RES3C,0,30,0,0,0.03,2.31,1.12,4.08,22.46
RES3C,0,40,0,0,0.1,2.31,1.5,4.84,31.24
RES3C,0,50,0,0,0.19,2.31,1.89,5.17,40.43
RES3C,0,60,0,0,0.28,2.31,2.24,5.38,49.79
RES3C,0,70,0.79,0,1.3,2.31,2.38,6.49,56.73
RES3C,0,80,1.47,0,2.26,2.35,2.78,6.73,64.42
RES3C,0,90,1.75,0,2.67,2.36,3.17,7.21,72.83
RES3C,0,100,1.94,0,2.97,2.5,3.53,8.02,81.03
RES3C,1,0,0,0,0,0,0,0,0
RES3C,1,10,0,0,0,2.13,0.57,0.79,6.51
RES3C,1,20,0,0,0,2.41,1,1.89,14.7
RES3C,1,30,0,0,0.03,2.41,1.17,3.85,22.53
RES3C,1,40,0,0,0.1,2.41,1.58,4.57,31.34
RES3C,1,50,0,0,0.18,2.41,1.98,4.88,40.54
RES3C,1,60,0,0,0.27,2.41,2.34,5.07,49.9
RES3C,1,70,1.64,0,1.21,2.41,2.46,6.05,56.22
RES3C,1,80,3.03,0,2.09,2.42,2.86,6.23,63.38
RES3C,1,90,3.59,0,2.47,2.43,3.26,6.67,71.58
RES3C,1,100,4,0,2.75,2.5,3.63,7.42,79.69
RES3D,0,0,0,0,0,0,0,0,0
RES3D,0,10,0,0,0,2.07,0.56,0.84,6.53
RES3D,0,20,0,0,0,2.35,0.97,1.99,14.69
RES3D,0,30,0,0,0.03,2.35,1.13,4.12,22.37
RES3D,0,40,0,0,0.1,2.35,1.52,4.92,31.11
RES3D,0,50,0,0,0.2,2.35,1.92,5.25,40.28
RES3D,0,60,0,0,0.29,2.35,2.28,5.47,49.62
RES3D,0,70,0.78,0,1.27,2.35,2.42,6.57,56.61
RES3D,0,80,1.5,0,2.27,2.36,2.81,6.82,64.24
RES3D,0,90,1.79,0,2.72,2.37,3.22,7.28,72.62
RES3D,0,100,2,0,3.02,2.5,3.58,8.1,80.8
RES3D,1,0,0,0,0,0,0,0,0
RES3D,1,10,0,0,0,2.15,0.58,0.78,6.48
RES3D,1,20,0,0,0,2.45,1.01,1.87,14.66
RES3D,1,30,0,0,0.03,2.45,1.19,3.89,22.44
RES3D,1,40,0,0,0.09,2.45,1.6,4.65,31.21
RES3D,1,50,0,0,0.18,2.45,2.01,4.95,40.4
RES3D,1,60,0,0,0.27,2.45,2.38,5.16,49.73
RES3D,1,70,1.61,0,1.19,2.45,2.51,6.12,56.12
RES3D,1,80,3.08,0,2.1,2.45,2.89,6.31,63.17
RES3D,1,90,3.69,0,2.51,2.45,3.3,6.73,71.33
RES3D,1,100,4.1,0,2.79,2.5,3.68,7.49,79.43
RES3E,0,0,0,0,0,0,0,0,0
RES3E,0,10,0,0,0,1.18,0.64,0.96,7.22
RES3E,0,20,0,0,0.01,1.25,1.06,2.16,15.52
RES3E,0,30,0,0,0.05,1.25,1.2,4.39,23.12
RES3E,0,40,0,0,0.14,1.25,1.6,5.18,31.82
RES3E,0,50,0,0,0.27,1.25,2.01,5.5,40.97
RES3E,0,60,0,0,0.39,1.25,2.37,5.71,50.28
RES3E,0,70,0.8,0,1.72,1.25,2.51,6.8,56.92
RES3E,0,80,1.54,0,3.04,1.25,2.9,7.02,64.25
RES3E,0,90,1.84,0,3.63,1.25,3.31,7.48,72.49
RES3E,0,100,2.05,0,4.04,1.25,3.68,8.33,80.65
RES3E,1,0,0,0,0,0,0,0,0
RES3E,1,10,0,0,0,1.23,0.67,1,7.1
RES3E,1,20,0,0,0.01,1.25,1.11,2.28,15.36
RES3E,1,30,0,0,0.04,1.25,1.26,4.61,22.84
RES3E,1,40,0,0,0.13,1.25,1.69,5.45,31.48
RES3E,1,50,0,0,0.26,1.25,2.12,5.79,40.58
RES3E,1,60,0,0,0.38,1.25,2.5,6.02,49.85
RES3E,1,70,1.68,0,1.65,1.25,2.61,7.08,55.73
RES3E,1,80,3.19,0,2.9,1.25,2.99,7.25,62.42
RES3E,1,90,3.81,0,3.46,1.25,3.41,7.72,70.35
RES3E,1,100,4.24,0,3.85,1.25,3.75,8.6,78.31
RES3F,0,0,0,0,0,0,0,0,0
RES3F,0,10,0,0,0,0.95,0.21,0.32,8.52
RES3F,0,20,0,0,0,1.12,0.39,1.08,17.41
RES3F,0,30,0,0,0.02,1.21,0.67,2.44,25.67
RES3F,0,40,0,0,0.05,1.21,0.92,3.99,33.84
RES3F,0,50,0,0,0.12,1.21,0.97,5.6,42.11
RES3F,0,60,0,0,0.14,1.25,1.16,6.74,50.7
RES3F,0,70,0,0,0.17,1.25,1.25,7.9,59.43
RES3F,0,80,0.17,0,1.4,1.25,1.25,8.1,67.84
RES3F,0,90,0.21,0,1.7,1.25,1.25,8.88,76.71
RES3F,0,100,0.23,0,1.89,1.25,1.25,9.9,85.47
RES3F,1,0,0,0,0,0,0,0,0
RES3F,1,10,0,0,0,0.99,0.21,0.31,8.49
RES3F,1,20,0,0,0,1.17,0.4,1.04,17.38
RES3F,1,30,0,0,0.02,1.25,0.7,2.36,25.68
RES3F,1,40,0,0,0.05,1.25,0.96,3.86,33.89
RES3F,1,50,0,0,0.11,1.25,1.01,5.41,42.21
RES3F,1,60,0,0,0.14,1.25,1.22,6.52,50.87
RES3F,1,70,0,0,0.16,1.25,1.25,7.65,59.68
RES3F,1,80,0.46,0,1.35,1.25,1.25,7.82,67.87
RES3F,1,90,0.57,0,1.64,1.25,1.25,8.57,76.72
RES3F,1,100,0.79,0,2.27,1.25,1.25,11.89,82.5
RES4,0,0,0,0,0,0,0,0,0
RES4,0,10,0,0,0,0.79,0.34,0.51,8.36
RES4,0,20,0,0,0,1.25,0.59,1.82,16.34
RES4,0,30,0,0,0.02,1.25,0.66,3.53,24.54
RES4,0,40,0,0,0.06,1.25,0.84,4.33,33.53
RES4,0,50,0,0,0.07,1.25,1.06,5.44,42.18
RES4,0,60,0,0,0.09,1.25,1.27,6.56,50.83
RES4,0,70,0,0,0.09,1.25,1.29,6.66,60.71
RES4,0,80,0,0,0.09,1.25,1.29,6.66,70.71
RES4,0,90,0.56,0,1.23,1.25,1.96,6.66,78.34
RES4,0,100,0.63,0,1.37,1.25,2.18,7.41,87.17
RES4,1,0,0,0,0,0,0,0,0
RES4,1,10,0,0,0,0.82,0.36,0.48,8.35
RES4,1,20,0,0,0,1.25,0.62,1.71,16.42
RES4,1,30,0,0,0.02,1.25,0.69,3.34,24.71
RES4,1,40,0,0,0.05,1.25,0.88,4.08,33.73
RES4,1,50,0,0,0.07,1.25,1.11,5.14,42.44
RES4,1,60,0,0,0.08,1.25,1.33,6.19,51.14
RES4,1,70,0,0,0.08,1.25,1.35,6.28,61.03
RES4,1,80,0,0,0.08,1.25,1.35,6.28,71.03
RES4,1,90,1.55,0,1.13,1.25,2.02,6.28,77.76
RES4,1,100,1.73,0,1.26,1.25,2.25,6.99,86.52
RES5,0,0,0,0,0,0,0,0,0
RES5,0,10,0,0,0,0.82,0.61,0.95,7.63
RES5,0,20,0,0,0,1.06,0.89,2.62,15.43
RES5,0,30,0,0,0,1.11,0.94,4.93,23.02
RES5,0,40,0,0,0,1.12,1.04,7.1,30.75
RES5,0,50,0,0,0,1.14,1.27,8.53,39.06
RES5,0,60,0,0,0,1.14,1.6,8.55,48.72
RES5,0,70,0,0,0,1.14,1.93,8.55,58.38
RES5,0,80,0,0,0,1.14,2.21,8.95,67.7
RES5,0,90,0.07,0,0.26,1.25,2.82,9.84,75.77
RES5,0,100,0.1,0,0.39,1.25,3.75,14.47,80
RES5,1,0,0,0,0,0,0,0,0
RES5,1,10,0,0,0,0.85,0.63,0.92,7.59
RES5,1,20,0,0,0,1.11,0.94,2.55,15.41
RES5,1,30,0,0,0,1.17,0.99,4.8,23.04
RES5,1,40,0,0,0,1.18,1.09,6.93,30.8
RES5,1,50,0,0,0,1.19,1.34,8.33,39.14
RES5,1,60,0,0,0,1.19,1.68,8.34,48.79
RES5,1,70,0,0,0,1.19,2.03,8.34,58.43
RES5,1,80,0,0,0,1.2,2.32,8.73,67.75
RES5,1,90,0.16,0,0.26,1.25,2.96,9.59,75.79
RES5,1,100,0.93,0,1.52,1.25,3.75,16.25,76.25
RES6,0,0,0,0,0,0,0,0,0
RES6,0,10,0,0,0,2.39,0.21,1.48,5.92
RES6,0,20,0,0,0,2.96,0.41,2.82,13.81
RES6,0,30,0,0,0,3.13,0.62,4.34,21.92
RES6,0,40,0,0,0,3.26,0.87,5.65,30.22
RES6,0,50,0,0,0,3.29,1.22,6.12,39.37
RES6,0,60,0,0,0.01,3.32,1.4,6.99,48.27
RES6,0,70,0,0,0.12,3.37,1.51,8.18,56.81
RES6,0,80,0.76,0,1.39,3.5,1.71,8.98,63.67
RES6,0,90,1.81,0,2.86,3.59,1.85,9.81,70.07
RES6,0,100,2.02,0,3.18,3.75,2.07,10.93,78.05
RES6,1,0,0,0,0,0,0,0,0
RES6,1,10,0,0,0,2.51,0.22,1.44,5.84
RES6,1,20,0,0,0,3.12,0.44,2.75,13.7
RES6,1,30,0,0,0,3.31,0.66,4.23,21.8
RES6,1,40,0,0,0,3.45,0.92,5.52,30.1
RES6,1,50,0,0,0,3.49,1.29,5.98,39.24
RES6,1,60,0,0,0.01,3.52,1.49,6.84,48.13
RES6,1,70,0,0,0.12,3.58,1.61,8.02,56.68
RES6,1,80,1.6,0,1.31,3.68,1.79,8.71,62.91
RES6,1,90,3.76,0,2.67,3.74,1.93,9.41,68.49
RES6,1,100,4.2,0,2.98,3.75,2.15,10.5,76.4
