,BldgID,Address,City,State,Latitude,Longitude,OccupancyClass,BuildingType,UseCode,BldgClass,DesignLevel,YearBuiltNJDEP,YearBuiltMODIV,NumberofStories0,NumberofStories1,NoUnits,PlanArea0,PlanArea1,FoundationType,SplitLevel,ElevationR0,ElevationR1,FirstFloorHt0,FirstFloorHt1,FloodZone,DSWI,DSWII,DSWIII,DSWIV,WindZone,AvgJanTemp,RoofShape,RoofSlope,RoofCover,RoofSystem,MeanRoofHt,WindowArea,Garage,HazusClassW,HazusClassIN,HazusClassWA,AnalysisDefault,AnalysisAdopted,Modifications,z0,structureType,replacementCost,originID
67,NJBF000054248,,Margate City,NJ,39.32284517,-74.50597053,RES1,3002,,NaN,NE,1969,0,3101,1,1,1784.081426,1784.081426,3502,NO,17.79,23.06,5,6.92,6106,113.450713,123.261201,132.957108,139.535946,I,Above,Flat,0,5701,,20.42213724,0,0,,,,1,1,,0.03,nav,1,4254
68,NJBF000095674,726 LAUREL AVE,Hammonton,NJ,39.65166561,-74.75729323,AGR1,3002,,17,NE,1971,1971,3401,2,1,1640.125943,1640.125943,3507,NO,29.76,42.38,1,-0.31,6109,108.303556,116.597915,126.489728,129.877356,I,Above,Gable,0,5701,,36.06909592,0,0,,,,1,1,,0.03,nav,1,1715
69,NJBF000087584,39 NEW YORK RD,Port Republic,NJ,39.5370114,-74.46578565,IND3,3002,,17,E,1975,1975,3401,1,1,1430.483559,1430.483559,3507,NO,15.29,23.51,1,2.8,6112,112.459606,121.637147,131.234482,137.033784,I,Above,Gable,0,5701,,19.40077165,0,0,,,,1,1,,0.35,nav,1,257
70,NJBF000053112,,Margate City,NJ,39.318737,-74.51508087,RES3F,3002,,NaN,E,1976,0,3305,6,1,28111.9281,28111.9281,3507,NO,75.32,86.21,1,1.75,6106,113.313927,123.148328,132.835999,139.402402,I,Above,Gable,0,5701,,80.7670378,0,0,,,,2,2,,0.03,nav,1,2296
71,NJBF000098453,625 PINE RD,Hammonton,NJ,39.67831622,-74.78339242,AGR1,3002,,17,NE,1986,1986,3401,2,1,2170.33778,2170.33778,3507,NO,26.28,39.17,1,1.62,6112,107.994716,116.135721,126.086063,129.259305,I,Above,Hip,0,5701,,32.72701947,0,0,,,,1,1,,0.35,nav,1,1870
72,NJBF000053545,9220 ATLANTIC AVE,Margate City,NJ,39.32034007,-74.51157318,RES3F,3002,,21,E,1987,1987,3305,8,1,14121.51208,14121.51208,3507,NO,104.76,115.75,1,0.16,6106,113.365914,123.1914,132.882173,139.453496,I,Above,Flat,0,NaN,,110.2528801,0,0,,,,2,2,,0.03,nav,1,589
73,NJBF000087545,12 WILSON AVE,Port Republic,NJ,39.53607688,-74.46237926,IND3,3002,,17,E,1990,1990,3401,2,1,1721.502536,1721.502536,3507,NO,32.77,39.82,1,1.85,6106,112.52408,121.709016,131.308922,137.117012,I,Above,Gable,0,5701,,36.29581307,0,1.1,,,,1,1,,0.03,nav,1,146
74,NJBF000063537,"FRED & WASH, MARS",Ventnor City,NJ,39.34198192,-74.50057162,IND2,3002,,NaN,ME,1990,1990,3401,1,1,1071.658668,1071.658668,3507,NO,13.31,24.37,1,-0.85,6106,113.298113,123.140676,132.844813,139.380323,I,Above,Gable,0,NaN,,18.84262261,0,0,,,,1,1,,0.03,nav,1,2766
75,NJBF000098401,290 N MYRTLE ST,Hammonton,NJ,39.67553498,-74.78056863,AGR1,3002,,18,NE,2001,2001,3401,1,2,6256.082064,6256.082064,3507,NO,18.62,28.06,1,2.22,6112,108.027347,116.183375,126.127888,129.320299,I,Above,Gable,0,5701,,23.33910772,0,1.2,,,,1,1,,0.15,nav,1,1867
76,NJBF000067372,177 THOMPSONS LANE,Egg Harbor,NJ,39.352883,-74.703189,IND2,3002,,16,ME,2002,2002,3401,3,1,2815.424598,2815.424598,3507,NO,56.15,61.91,1,-0.16,6106,109.785134,119.717197,129.515454,135.035245,I,Above,Flat,0,5701,,59.02858244,0,0,,,,1,1,,0.03,nav,1,927
77,NJBF000086947,1314 WHITE HORSE PK,Egg Harbor City,NJ,39.52260519,-74.63968079,COM1,3002,,NaN,ME,2014,2014,3401,1,1,14249.81597,14249.81597,3507,NO,14.15,20.2,1,2.48,6110,109.845021,119.115247,128.724006,133.738514,I,Above,Flat,0,NaN,,17.17357067,0,0,,,,1,1,,1,nav,1,1912
78,NJBF000087554,7430 FOURTH AVENUE,Hamilton,NJ,39.53616832,-74.82814986,RES1,3005,,17,NE,1930,1930,3101,1,1,2645.349468,2645.349468,3505,NO,23.55,33.19,3,7.63,6112,108.026649,116.973154,126.686446,130.109685,I,Above,Gable,0,5701,,28.36948585,0,0,,,,1,1,,0.35,nav,1,624
79,NJBF000087549,7503 SMITH AVENUE,Hamilton,NJ,39.5361019,-74.83402395,RES1,3005,,16,NE,1950,1950,3101,1,1,2516.419055,2516.419055,3505,NO,19.26,31.05,3,5.29,6112,107.983588,116.922563,126.635654,130.018687,I,Above,Gable,0,5701,,25.15591973,0,0,,,,1,1,,0.35,nav,1,622
80,NJBF000088027,5800 DUERER STREET,Mullica,NJ,39.54746456,-74.6497497,RES1,3005,,16,NE,1965,1965,3101,1,1,2089.842487,2089.842487,3507,NO,15.98,25.89,1,0.14,6112,109.676326,118.743177,128.391779,133.163263,I,Above,Gable,0,5701,,20.93521022,0,0,,,,1,1,,0.35,nav,1,5489
81,NJBF000087074,1322 ORCHARD ROAD,Hamilton,NJ,39.52478617,-74.84367394,RES1,3005,,16,NE,1972,1972,3101,1,1,2714.153995,2714.153995,3505,NO,12.24,18.64,3,-1.91,6112,107.946298,116.924886,126.630311,129.97558,I,Above,Gable,0,5701,,15.44008616,0,0,,,,1,1,,0.35,nav,1,590
82,NJBF000087596,1544 STRAWBERRY STREET,Hamilton,NJ,39.53733256,-74.83106146,RES1,3005,,17,NE,1987,1987,3101,1,1,1772.40784,1772.40784,3505,NO,11.38,16.7,3,-1.24,6112,108.001945,116.938833,126.652884,130.052988,I,Above,Gable,0,5701,,14.0393187,0,0,,,,1,1,,0.35,nav,1,627
83,NJBF000087002,7304 SMITH AVENUE,Hamilton,NJ,39.52373536,-74.83141577,RES1,3005,,16,NE,1999,1999,3101,1,1,1939.653621,1939.653621,3505,NO,8.87,17.66,3,-1.73,6112,108.037389,117.03968,126.744833,130.182036,I,Above,Gable,0,5701,,13.2645104,0,0,,,,1,1,,0.35,nav,1,588
84,NJBF000087082,7312 STRAND AVENUE,Hamilton,NJ,39.52490167,-74.83825392,RES1,3005,,17,NE,2006,2006,3101,2,1,1674.050741,1674.050741,3505,NO,38.78,49.09,3,8.66,6112,107.984664,116.970952,126.676665,130.055715,I,Above,Gable,0,5701,,43.93759089,0,0,,,,1,1,,0.35,nav,1,591
85,NJBF000087143,7321 SMITH AVENUE,Hamilton,NJ,39.52575156,-74.82945332,RES1,3005,,17,NE,2013,2013,3101,1,1,2135.294029,2135.294029,3505,NO,24.98,38.2,3,7.79,6109,108.045976,117.041594,126.747986,130.192958,I,Above,Gable,0,5701,,31.59178059,0,1.1,,,,1,1,,0.03,nav,1,592

