,BldgID,Address,City,State,Latitude,Longitude,OccupancyClass,BuildingType,UseCode,BldgClass,DesignLevel,YearBuiltNJDEP,YearBuiltMODIV,NumberofStories0,NumberofStories1,NoUnits,PlanArea0,PlanArea1,FoundationType,SplitLevel,ElevationR0,ElevationR1,FirstFloorHt0,FirstFloorHt1,FloodZone,DSWI,DSWII,DSWIII,DSWIV,WindZone,AvgJanTemp,RoofShape,RoofSlope,RoofCover,RoofSystem,MeanRoofHt,WindowArea,Garage,HazusClassW,HazusClassIN,HazusClassWA,AnalysisDefault,AnalysisAdopted,Modifications,z0,structureType,replacementCost,yearBuilt,stories,area,occupancy
66,NJBF000068434,2727 ARCTIC AVE,Atlantic City,NJ,39.35674682,-74.44661183,RES3A,3001,738,NaN,NE,1969,0,3301,3,1,966.2570403,966.2570403,3505,YES,30.18,40.04,3,-2.42,6106,114.296343,123.947851,133.718521,140.082899,I,Above,Gable,0,5701,Wood,35.10756412,0,0,,,,1,1,,0.03,nav,1,1969,3,,
67,NJBF000070576,2011 GRANT AVE,Atlantic City,NJ,39.3676691,-74.44180066,RES3B,3001,,27,ME,1915,1915,3301,2,2,1068.908825,1068.908825,3505,YES,37.91,50.74,3,-0.37,6106,114.269199,123.919163,133.695963,139.998584,I,Above,Flat,0,5701,Wood,44.32799866,0,0,,,,1,1,,0.03,nav,1,1915,2,,
68,NJBF000068885,2718 FAIRMOUNT AVE,Atlantic City,NJ,39.35793003,-74.44689837,COM1,3003,,33,ME,1900,1900,3401,2,1,3450.840733,3450.840733,3507,YES,35.26,50.18,1,1.5,6106,114.275578,123.930033,133.700124,140.06098,I,Above,Flat,0,NaN,Wood,42.7215989,0,0,,,,1,1,,0.03,nav,1,1900,2,,
69,NJBF000070300,805 FISHER AVE,Atlantic City,NJ,39.36661791,-74.44267594,RES3B,3001,,33,ME,1900,1900,3301,2,1,1552.037848,1552.037848,3505,NO,29.13,43.26,3,2.51,6106,114.262635,123.914356,133.689917,140.000019,I,Above,Flat,0,5701,Wood,36.19519283,0,0,,,,1,1,,0.03,nav,1,1900,2,,
70,NJBF000070354,416 ATLANTIC AVE,Atlantic City,NJ,39.36682316,-74.41599567,RES3D,3004,100,NaN,E,1969,0,3303,3,1,505.8592283,505.8592283,3505,YES,44.69,56.81,3,2.24,6106,114.832225,124.399702,134.224327,140.415552,I,Above,Flat,0,NaN,Wood,50.75013717,0,0,,,,1,1,,0.03,nav,1,1969,3,,
71,NJBF000067753,8 N MORRIS AVE,Atlantic City,NJ,39.35436861,-74.44873793,RES3B,3001,,45,ME,1900,1900,3301,2,3,557.9085271,557.9085271,3504,NO,34.89,49.36,-4,0,6106,114.279617,123.934797,133.702235,140.084531,I,Above,Flat,0,NaN,Wood,42.12381602,0,0,,,,1,1,,0.03,nav,1,1900,2,,
72,NJBF000069740,600 PACIFIC AVE,Atlantic City,NJ,39.36355401,-74.41713554,RES3C,3004,,NaN,E,1969,0,3303,4,1,1946.101016,1946.101016,3507,NO,50.27,61.64,1,0.28,6106,114.847121,124.412879,134.235544,140.442609,I,Above,Gable,0,NaN,Wood,55.95638044,0,0,,,,1,1,,0.03,nav,1,1969,4,,
73,NJBF000068965,708 N HARRISBURG AVE,Atlantic City,NJ,39.35818209,-74.46310583,RES1,3001,,16,NE,1918,1918,3101,1,1,1182.023123,1182.023123,3505,NO,14.28,26.67,3,-0.82,6106,113.918629,123.634215,133.379407,139.795496,I,Above,Gable,0,5701,Wood,20.47740387,0,0,,,,1,1,,0.03,nav,1,1918,1,,
74,NJBF000072640,400 N NEW HAMPSHIRE AVE,Atlantic City,NJ,39.37436014,-74.4181724,RES3C,3001,,NaN,ME,1969,0,3301,1,1,6941.059151,6941.059151,3505,NO,17.31,26.32,3,3.29,6106,114.697804,124.281363,134.100337,140.277951,I,Above,Hip,0,NaN,Wood,21.81421115,0,0,,,,1,1,,0.03,nav,1,1969,1,,
75,NJBF000073070,1 BORGATA WAY,Atlantic City,NJ,39.37722504,-74.43746677,COM8,3003,80,NaN,ME,1969,0,3401,1,1,10337.15543,10337.15543,3507,NO,13.34,26.04,1,0.66,6112,114.252925,123.897572,133.678898,139.928327,I,Above,Flat,0,NaN,Wood,19.68832823,0,0,,,,1,1,,1,nav,1,1969,1,,
76,NJBF000072033,29 CLIPPER CT,Atlantic City,NJ,39.37236111,-74.41845336,RES3C,3001,,35,ME,1990,1990,3301,2,1,3555.125482,3555.125482,3505,NO,31.8,45.05,3,5.9,6106,114.714953,124.296981,134.115871,140.301277,I,Above,Hip,0,NaN,Wood,38.42428797,0,0,,,,1,1,,0.03,nav,1,1990,2,,
77,NJBF000069376,131 S OCEAN AVE RR,Atlantic City,NJ,39.35994131,-74.42583305,COM1,3001,,45,ME,1935,1935,3401,2,2,1254.891509,1254.891509,3507,YES,22.09,29.52,1,-0.09,6106,114.705353,124.291789,134.098198,140.359178,I,Above,Flat,0,NaN,Wood,25.8010789,0,0,,,,1,1,,0.03,nav,1,1935,2,,
78,NJBF000070765,1117 DREXEL AVE,Atlantic City,NJ,39.36835332,-74.42807996,RES1,3001,,33,NE,1900,1924,3103,2,1,2295.021468,2295.021468,3505,YES,39.16,52.8,3,3.53,6106,114.556429,124.162381,133.963662,140.206556,I,Above,Flat,0,5701,Wood,45.98146803,0,0,,,,1,1,,0.03,nav,1,1900,2,,
79,NJBF000070844,342 N PENNSYLVANIA AVE,Atlantic City,NJ,39.36860897,-74.42783422,RES1,3001,,33,NE,1924,1900,3103,2,1,4119.856207,4119.856207,3505,YES,35.49,41.09,3,6.61,6106,114.558686,124.164196,133.965885,140.206797,I,Above,Gable,0,5701,Wood,38.29342439,0,0,,,,1,1,,0.03,nav,1,1924,2,,
80,NJBF000068199,,Atlantic City,NJ,39.3559832,-74.43505302,COM8,3003,,NaN,,1969,0,3408,11,1,477977.4606,477977.4606,3507,NO,142.14,148,1,0.2,6106,114.555927,124.165747,133.955791,140.27319,I,Above,Flat,0,NaN,Wood,145.0720457,0,0,,,,2,2,,0.03,nav,1,1969,11,,
81,NJBF000067632,37 S IOWA AVE,Atlantic City,NJ,39.35401653,-74.44474056,RES4,3003,,NaN,E,1969,0,3404,7,1,7321.588788,7321.588788,3507,NO,89.12,100.32,1,2.99,6106,114.370846,124.01093,133.784778,140.151942,I,Above,Flat,0,NaN,Wood,94.72132829,0,0,,,,2,2,,0.03,nav,1,1969,7,,
82,NJBF000067858,2825 ATLANTIC AVE,Atlantic City,NJ,39.35480494,-74.44689978,COM1,3003,643,NaN,ME,1969,0,3401,3,1,1950.726698,1950.726698,3507,NO,54.22,65.33,1,0.85,6106,114.314145,123.963399,133.733739,140.106872,I,Above,Flat,0,NaN,Wood,59.77541405,0,0,,,,1,1,,0.03,nav,1,1969,3,,
83,NJBF000065105,4501 ATLANTIC C6,Atlantic City,NJ,39.34615797,-74.46263614,RES3A,3001,,39,NE,1900,1900,3301,1,1,6428.985141,6428.985141,3505,NO,15.11,28.28,3,2.97,6106,114.080451,123.77276,133.519675,139.989166,I,Above,Flat,0,5701,Wood,21.69691046,0,0,,,,1,1,,0.03,nav,1,1900,1,,
84,NJBF000068631,39 N BELLEVUE AVE,Atlantic City,NJ,39.35728377,-74.44304214,RES3B,3001,,45,ME,1900,1900,3301,3,2,1614.540465,1614.540465,3505,YES,38.44,44.82,3,3.27,6106,114.367184,124.006851,133.783318,140.130973,I,Above,Flat,0,NaN,Wood,41.63400599,0,0,,,,1,1,,0.03,nav,1,1900,3,,
85,NJBF000072617,400 N NEW HAMPSHIRE AVE,Atlantic City,NJ,39.37429318,-74.42001403,RES3C,3001,,NaN,ME,1969,0,3301,2,1,6793.111667,6793.111667,3505,NO,28.36,42.89,3,-1.72,6106,114.659439,124.248203,134.06356,140.249915,I,Above,Hip,0,NaN,Wood,35.62310779,0,0,,,,1,1,,0.03,nav,1,1969,2,,
86,NJBF000073443,4 SURF LANE,Atlantic City,NJ,39.3807495,-74.4049225,RES1,3001,,16,NE,1975,1975,3102,2,1,1521.513966,1521.513966,3507,YES,36.2,47.19,1,-0.92,6106,114.904623,124.459759,134.304152,140.398234,I,Above,Gable,0,5701,Wood,41.69731535,0,0,,,,1,1,,0.03,nav,1,1975,2,,
87,NJBF000073405,3 SEA SPRAY COURT,Atlantic City,NJ,39.38048154,-74.40574925,RES1,3001,,17,NE,1975,1975,3102,2,1,1746.557548,1746.557548,3507,YES,27.55,37.14,1,2.37,6106,114.89029,124.44721,134.289933,140.388903,I,Above,Flat,0,5701,Wood,32.34148528,0,1.1,,,,1,1,,0.03,nav,1,1975,2,,
88,NJBF000073424,15 OCEAN DRIVE WEST,Atlantic City,NJ,39.38061949,-74.408992,RES1,3001,,16,NE,1978,1978,3103,2,1,1594.183612,1594.183612,3505,NO,31.32,44.85,3,0.12,6106,114.820556,124.385832,134.221698,140.336114,I,Above,Gable,0,5701,Wood,38.0823233,0,0,,,,1,1,,0.03,nav,1,1978,2,,
89,NJBF000073519,4 OCEAN DRIVE EAST,Atlantic City,NJ,39.38131868,-74.40429133,RES1,3001,,16,NE,1975,1975,3102,2,1,1500.031638,1500.031638,3507,YES,27.41,33.27,1,1.32,6106,114.911436,124.465598,134.311157,140.400433,I,Above,Gable,0,5701,Wood,30.33975259,0,0,,,,1,1,,0.03,nav,1,1975,2,,
90,NJBF000073536,2 OCEAN DRIVE EAST,Atlantic City,NJ,39.38141874,-74.40443264,RES1,3001,,43,NE,1975,1975,3102,2,2,1445.322915,1445.322915,3507,NO,24.29,33.46,1,0.63,6106,114.90733,124.461943,134.307168,140.396857,I,Above,Gable,0,5701,Wood,28.87341587,0,0,,,,1,1,,0.03,nav,1,1975,2,,
91,NJBF000073448,9 SURF LANE,Atlantic City,NJ,39.38080956,-74.40428043,RES1,3001,,16,NE,1975,1975,3102,1,1,2000.807314,2000.807314,3507,NO,13.85,19.66,1,-0.77,6106,114.917414,124.471026,134.316765,140.407475,I,Above,Gable,0,5701,Wood,16.75398001,0,1.1,,,,1,1,,0.03,nav,1,1975,1,,
92,NJBF000073488,1 BAY COURT,Atlantic City,NJ,39.38109885,-74.40898983,RES1,3001,,16,NE,1974,1974,3103,2,1,1811.807886,1811.807886,3505,NO,37.32,42.74,3,3.77,6106,114.815188,124.380925,134.216639,140.329591,I,Above,Gable,0,5701,Wood,40.03153658,0,1.1,,,,1,1,,0.03,nav,1,1974,2,,
93,NJBF000073754,,Atlantic City,NJ,39.38294737,-74.40707927,RES1,3001,,NaN,NE,1969,0,3103,5,1,1265.817041,1265.817041,3505,NO,78.18,89.54,3,-0.44,6106,114.834628,124.397261,134.236363,140.33452,I,Above,Gable,0,5701,Wood,83.86017449,0,0,,,,1,1,,0.03,nav,1,1969,5,,
94,NJBF000073178,5207 OCEAN DRIVE SOUTH,Atlantic City,NJ,39.3786115,-74.4058745,RES1,3001,,16,NE,1975,1975,3102,1,1,1559.859327,1559.859327,3507,NO,13.48,27.91,1,2.72,6106,114.9089,124.464131,134.307127,140.412257,I,Above,Gable,0,5701,Wood,20.69681134,0,1.1,,,,1,1,,0.03,nav,1,1975,1,,
95,NJBF000073451,14 OCEAN DRIVE WEST,Atlantic City,NJ,39.38083478,-74.40978279,RES1,3001,,19,NE,1975,2018,3103,3,1,1316.032803,1316.032803,3505,NO,43.34,56.67,3,8.37,6106,114.801466,124.368988,134.203134,140.320703,I,Above,Gable,0,5701,Wood,50.0061653,0,1.2,,,,1,1,,0.03,nav,1,1975,3,,
96,NJBF000073410,5100 OCEAN DRIVE SOUTH,Atlantic City,NJ,39.3805005,-74.4029845,RES1,3001,,16,NE,1975,1975,3102,2,1,2087.098046,2087.098046,3507,NO,33.37,43.42,1,-0.14,6106,114.948074,124.49818,134.346773,140.431896,I,Above,Gable,0,5701,Wood,38.39122853,0,1.1,,,,1,1,,0.03,nav,1,1975,2,,
97,NJBF000073235,5118 OCEAN DRIVE SOUTH,Atlantic City,NJ,39.37917983,-74.40459451,RES1,3001,,19,NE,1975,1975,3102,2,1,2676.869282,2676.869282,3507,NO,31.16,44.8,1,2.04,6106,114.929286,124.481933,134.327474,140.424535,I,Above,Gable,0,5701,Wood,37.97826931,0,1.2,,,,1,1,,0.03,nav,1,1975,2,,
98,NJBF000073571,5213 HARBOR BEACH BLVD,Atlantic City,NJ,39.38167563,-74.40781294,RES1,3001,,17,NE,2001,2001,3103,2,1,1801.137382,1801.137382,3505,NO,28.92,43.2,3,-0.27,6110,114.833457,124.39675,134.234741,140.340261,I,Above,Hip,0,5701,Wood,36.06175017,0,1.1,,,,1,1,,0.35,nav,1,2001,2,,
99,NJBF000073580,4 SEASIDE RD,Atlantic City,NJ,39.38176113,-74.4036258,RES1,3001,,35,NE,1978,1978,3102,2,1,1898.107673,1898.107673,3507,NO,33.48,44.53,1,0.08,6106,114.920396,124.473378,134.320217,140.40489,I,Above,Gable,0,5701,Wood,39.00466222,0,1.1,,,,1,1,,0.03,nav,1,1978,2,,
100,NJBF000073553,5220 HARBOR BEACH BLVD,Atlantic City,NJ,39.38154878,-74.40850823,RES1,3001,,16,NE,1975,1975,3103,1,1,2002.753508,2002.753508,3505,NO,12.15,26.51,3,1.09,6110,114.820268,124.385203,134.221777,140.331043,I,Above,Hip,0,5701,Wood,19.33002475,0,0,,,,1,1,,0.35,nav,1,1975,1,,
