ID,RoofShape,FloodZone,Area,Longitude,Latitude,Terrain,DSWII,geometry,BuildingType,OccupancyClass,AvgJanTemp,Garage,RoofSlope,NumberofStories,MeanRoofHt,YearBuilt
25,Hip,X,610.9261214,-93.23826471,30.13798668,76,133.1050614,"POLYGON ((-93.238142 30.137966, -93.23819399999999 30.137967, -93.238193 30.138105, -93.238367 30.138107, -93.23836900000001 30.137975, -93.23834600000001 30.137974, -93.238347 30.137877, -93.23814299999999 30.137875, -93.238142 30.137966))",Wood,RES1,Above,0,0.268953573,1,16.89006497,1992
26,Flat,X,497.2073627,-93.23898481,30.13303831,76,133.2666948,"POLYGON ((-93.23887000000001 30.132946, -93.238874 30.133089, -93.23892499999999 30.133088, -93.23892600000001 30.133121, -93.239127 30.133117, -93.239124 30.133029, -93.23903300000001 30.133031, -93.239031 30.132942, -93.23887000000001 30.132946))",Wood,RES1,Above,0,0,1,12,1987
27,Gable,X,543.5326273,-93.23681399,30.13596272,21,133.1683009,"POLYGON ((-93.236811 30.135868, -93.236811 30.135918, -93.23676500000001 30.135918, -93.23676500000001 30.13595, -93.23662299999999 30.135949, -93.236622 30.136026, -93.236948 30.136028, -93.23694999999999 30.135869, -93.236811 30.135868))",Wood,RES1,Above,0,0.182724625,1,15.32226591,1990
28,Hip,X,579.4652185,-93.24033486,30.13285377,76,133.2749559,"POLYGON ((-93.24022100000001 30.132947, -93.240433 30.132947, -93.240433 30.132826, -93.240476 30.132826, -93.240476 30.132768, -93.24022100000001 30.132768, -93.24022100000001 30.132947))",Wood,RES1,Above,0,0.252106729,1,16.58375871,1984
29,Hip,X,480.2555602,-93.24030982,30.13422543,76,133.2304697,"POLYGON ((-93.240402 30.134283, -93.240402 30.134126, -93.240246 30.134126, -93.240246 30.134196, -93.24020899999999 30.134197, -93.24020899999999 30.134292, -93.24024 30.134292, -93.24024 30.13433, -93.240358 30.13433, -93.240358 30.134283, -93.240402 30.134283))",Wood,RES1,Above,0,0.075730855,1,13.37692463,1986
30,Hip,X,407.9453454,-93.23828741,30.1373461,76,133.1258855,"POLYGON ((-93.23836799999999 30.137287, -93.238338 30.137287, -93.238338 30.137248, -93.238212 30.137248, -93.238212 30.137438, -93.23836799999999 30.137438, -93.23836799999999 30.137287))",Wood,RES1,Above,0,0.186988531,1,15.39979148,1990
31,Hip,X,502.3878233,-93.24030667,30.13318959,76,133.2640297,"POLYGON ((-93.240438 30.133099, -93.240233 30.133099, -93.240233 30.133166, -93.24020299999999 30.133166, -93.24020299999999 30.133296, -93.240353 30.133296, -93.240353 30.133187, -93.240438 30.133188, -93.240438 30.133099))",Wood,RES1,Above,1.1,0.306103422,1,17.56551675,1983
32,Hip,X,465.922468,-93.23823908,30.13628861,76,133.1601072,"POLYGON ((-93.23833 30.136219, -93.238225 30.136219, -93.238225 30.136189, -93.238102 30.13619, -93.238102 30.136271, -93.23819399999999 30.136271, -93.23819399999999 30.136361, -93.23825600000001 30.136361, -93.23825600000001 30.136423, -93.238332 30.136423, -93.23833 30.136219))",Wood,RES1,Above,2.1,0.060688372,1,13.10342494,1989
33,Gable,X,242.8766992,-93.238014,30.1377175,76,133.113381,"POLYGON ((-93.238089 30.137774, -93.238089 30.137661, -93.237939 30.137661, -93.237939 30.137774, -93.238089 30.137774))",Wood,COM1,Above,0,0.035562333,1,12.64658787,1991
34,Gable,X,404.5818405,-93.238899,30.1347775,76,133.2102021,"POLYGON ((-93.238821 30.134868, -93.23897700000001 30.134868, -93.23897700000001 30.134687, -93.238821 30.134687, -93.238821 30.134868))",Wood,RES1,Above,0,0.101123239,2,25.83860435,1989
35,Gable,X,525.8004908,-93.23891923,30.13590598,76,133.1736513,"POLYGON ((-93.239003 30.136031, -93.239002 30.135801, -93.238823 30.135802, -93.238823 30.135971, -93.23889800000001 30.135971, -93.23889800000001 30.136031, -93.239003 30.136031))",Wood,RES1,Above,2.1,0.124415551,2,26.26210092,1991
36,Hip,X,454.8168384,-93.24030505,30.13455822,76,133.2196748,"POLYGON ((-93.24025 30.134458, -93.24024900000001 30.134529, -93.240216 30.134529, -93.24021399999999 30.134666, -93.24035499999999 30.134668, -93.240357 30.134535, -93.240419 30.134535, -93.24042 30.13446, -93.24025 30.134458))",Wood,RES1,Above,0,0.168502718,1,15.06368579,1988
37,Hip,X,484.5076508,-93.23682666,30.13497714,21,133.2002645,"POLYGON ((-93.23674800000001 30.135058, -93.23692699999999 30.135058, -93.23692699999999 30.134988, -93.236965 30.134988, -93.236965 30.134914, -93.23667 30.134914, -93.23667 30.134981, -93.23674800000001 30.134981, -93.23674800000001 30.135058))",Wood,RES1,Above,1.1,0.249817722,1,16.5421404,1987
38,Gable,X,424.0979968,-93.23891912,30.136591,76,133.151434,"POLYGON ((-93.239014 30.136552, -93.23897700000001 30.136552, -93.23897700000001 30.136489, -93.238846 30.136489, -93.238845 30.136693, -93.23897700000001 30.136693, -93.238978 30.136626, -93.239014 30.136626, -93.239014 30.136552))",Wood,RES1,Above,0,0.236562168,1,16.30113033,1991
39,Hip,X,513.1872622,-93.23962782,30.13377165,76,133.2440242,"POLYGON ((-93.239728 30.133687, -93.23949399999999 30.133687, -93.23949399999999 30.133757, -93.23955599999999 30.133757, -93.23955599999999 30.13387, -93.239728 30.13387, -93.239728 30.133687))",Wood,RES1,Above,0,0.302093651,1,17.49261183,1985
40,Gable,X,421.4903729,-93.2375334,30.13832136,76,133.0929889,"POLYGON ((-93.23759 30.138222, -93.237461 30.138222, -93.237461 30.138431, -93.237585 30.138431, -93.237585 30.138317, -93.237638 30.138317, -93.237638 30.138254, -93.23759 30.138254, -93.23759 30.138222))",Wood,RES1,Above,1.1,0.298380719,1,17.42510397,1992
41,Hip,X,381.9829674,-93.23968231,30.13593107,76,133.1741147,"POLYGON ((-93.23962400000001 30.135833, -93.23962400000001 30.135922, -93.239586 30.135922, -93.239586 30.135968, -93.239621 30.135968, -93.239621 30.136026, -93.239752 30.136026, -93.23975299999999 30.135834, -93.23962400000001 30.135833))",Wood,RES1,Above,0,0.127722512,1,14.3222275,1988
42,Gable,X,394.0732572,-93.23830178,30.13693039,76,133.1393959,"POLYGON ((-93.23823899999999 30.137046, -93.238349 30.137046, -93.238349 30.136958, -93.238373 30.136958, -93.238373 30.136825, -93.23823899999999 30.136825, -93.23823899999999 30.137046))",Wood,RES1,Above,0,0.170429352,1,15.09871549,1989
43,Hip,X,526.0620158,-93.24030105,30.13389429,76,133.2411868,"POLYGON ((-93.240392 30.133902, -93.24039 30.133775, -93.24024799999999 30.133776, -93.24024900000001 30.133846, -93.240212 30.133846, -93.24021399999999 30.134012, -93.24036599999999 30.134011, -93.240365 30.133902, -93.240392 30.133902))",Wood,RES1,Above,0,0.004320958,1,12.07856288,1984
44,Hip,X,673.6710073,-93.23678577,30.13664202,21,133.1462298,"POLYGON ((-93.2368 30.136746, -93.23694500000001 30.136744, -93.236943 30.136563, -93.236822 30.136564, -93.236822 30.136574, -93.236581 30.136576, -93.236583 30.136694, -93.23669 30.136693, -93.236689 30.136651, -93.236799 30.13665, -93.2368 30.136746))",Wood,RES1,Above,0,0.284733388,1,17.1769707,1985
45,Gable,X,424.9907194,-93.23894142,30.13259848,76,133.2808647,"POLYGON ((-93.238978 30.13256, -93.238938 30.132506, -93.238803 30.13258, -93.238893 30.132703, -93.23909399999999 30.132593, -93.23904400000001 30.132524, -93.238978 30.13256))",Wood,RES1,Above,0,0.182027119,3,39.30958398,1990
46,Gable,X,728.551085,-93.237578,30.1386605,76,133.0820552,"POLYGON ((-93.237464 30.138549, -93.237464 30.138772, -93.237692 30.138772, -93.237692 30.138549, -93.237464 30.138549))",Wood,RES1,Above,0,0.043779768,2,24.79599578,1991
47,Gable,X,376.3889839,-93.238903,30.1362965,76,133.1609592,"POLYGON ((-93.238837 30.136396, -93.238969 30.136396, -93.238969 30.136197, -93.238837 30.136197, -93.238837 30.136396))",Wood,RES1,Above,2.1,0.229135162,1,16.16609385,1991
48,Gable,X,715.6273344,-93.23759094,30.13387699,76,133.2371846,"POLYGON ((-93.23760299999999 30.133878, -93.237852 30.133874, -93.23785100000001 30.133802, -93.237424 30.133809, -93.23742799999999 30.133989, -93.237605 30.133987, -93.23760299999999 30.133878))",Wood,COM1,Above,2.1,0.29824896,2,29.42270837,1987
49,Flat,X,471.0719572,-93.23819458,30.13292686,76,133.2689708,"POLYGON ((-93.238293 30.133028, -93.238293 30.132861, -93.23817699999999 30.132861, -93.23817699999999 30.132822, -93.238089 30.132822, -93.238089 30.132959, -93.238156 30.132959, -93.238156 30.133028, -93.238293 30.133028))",Wood,RES1,Above,0,0,1,12,1986
50,Hip,X,474.9133166,-93.23687315,30.13767883,21,133.1127466,"POLYGON ((-93.23697300000001 30.137773, -93.236971 30.137599, -93.23673100000001 30.137601, -93.236732 30.137662, -93.236808 30.137662, -93.23680899999999 30.137774, -93.23697300000001 30.137773))",Wood,RES1,Above,1.1,0.271972758,1,16.94495923,1989
51,Hip,X,370.3549893,-93.2396657,30.13778774,76,133.1138464,"POLYGON ((-93.239559 30.137756, -93.239632 30.137755, -93.239633 30.137811, -93.239563 30.137812, -93.239564 30.137863, -93.239769 30.13786, -93.239767 30.137732, -93.239626 30.137734, -93.239625 30.137683, -93.239558 30.137684, -93.239559 30.137756))",Wood,RES1,Above,0,0.244748334,2,28.44996971,1989
52,Gable,X,457.8146285,-93.238916,30.1383205,76,133.0953065,"POLYGON ((-93.23898699999999 30.138433, -93.23898699999999 30.138208, -93.238845 30.138208, -93.238845 30.138433, -93.23898699999999 30.138433))",Wood,RES1,Above,2.1,0.091085008,1,13.65609105,1990
53,Gable,X,501.040475,-93.23755393,30.13450577,76,133.2167531,"POLYGON ((-93.237593 30.134418, -93.23743399999999 30.134418, -93.23743399999999 30.134573, -93.23772099999999 30.134573, -93.23772099999999 30.134503, -93.237622 30.134503, -93.237622 30.134456, -93.237593 30.134456, -93.237593 30.134418))",Wood,RES1,Above,0,0.001836694,1,12.03339444,1984
54,Hip,X,567.2781437,-93.23896122,30.13893775,24,133.0753412,"POLYGON ((-93.23885300000001 30.139059, -93.23898199999999 30.139059, -93.23898199999999 30.138948, -93.239119 30.138948, -93.239119 30.138853, -93.23885300000001 30.138853, -93.23885300000001 30.139059))",Wood,COM1,Above,0,0.116919816,1,14.12581484,1989
55,Gable,X,553.5900313,-93.2375673,30.13699377,76,133.1361192,"POLYGON ((-93.237444 30.136921, -93.23744499999999 30.137095, -93.23760900000001 30.137095, -93.23760799999999 30.136988, -93.237758 30.136987, -93.237758 30.13692, -93.237444 30.136921))",Wood,RES1,Above,0,0.089693325,2,25.63078774,1986
56,Gable,X,119.1616986,-93.236639,30.1390935,21,133.0664525,"POLYGON ((-93.23658500000001 30.139132, -93.236693 30.139132, -93.236693 30.139055, -93.23658500000001 30.139055, -93.23658500000001 30.139132))",Wood,COM1,Above,0,0.245703973,1,16.46734496,1990
