%1-PSA(0.5s)-0-1,1-SaRatio-0-1,1-PSA(0.5s)-0-2,1-SaRatio-0-2
0.5151405532369498,1.064811057017403,0.6313913582084056,1.0943987756503424
0.949127398871604,1.3214057273616422,0.9794003354448506,1.5858046336433471
0.5889828393392655,1.5119843269779063,0.4757588253810521,0.9003054157780938
0.553703768276344,1.1657082998457309,0.8630563227039894,1.4654795815091988
0.8001611400081712,1.532111600212419,0.5980992413426338,1.221811984883292
0.6291070234488341,1.0333142218338942,1.03912707377042,1.2213280447285408
0.3908924148695053,0.8878338295189282,0.7425760338791527,1.3749924894850691
0.573625907603976,0.8798355790807775,0.7584479415518582,1.1548087062575532
0.5995096855782931,1.1965317790953085,0.8152040156655783,1.3314034676203177
0.6539907651204667,0.9349146430840641,0.6920088455128968,0.9663990726250864
0.5129718780218245,1.0353890020852217,0.8440546610862597,1.4757802125722956
0.4778557399020664,1.1093209202191507,0.6911552970174696,1.4218696229165304
0.7345302488135627,1.1655952025264966,1.1292175439022631,1.7417306237290635
0.5354180254949005,0.8079903101708427,0.4203037825470078,1.0958987584752242
0.7129084391544883,1.4017014341406586,0.7601713568393187,1.4114749192891471
0.9386753573047184,1.5932059316327096,0.8525786297231543,1.4928368473972595
0.8565048920120351,1.5752909950802456,0.8349157919607224,1.834799546400197
0.4300879371330819,1.0637168871719989,0.5969866398736962,1.2444476357831191
1.1435532093493133,1.6231376531119832,0.8021586034872586,1.4267217080108372
0.6646839286276063,1.5559741396330056,0.6964447403618826,1.8115175903031464
