sta lon lat
2771.csv -74.3893 39.3609
2772.csv -74.3893 39.3641
2773.csv -74.3893 39.3672
2774.csv -74.3893 39.3704
2775.csv -74.3893 39.3736
2776.csv -74.3893 39.3768
2777.csv -74.3893 39.38
2778.csv -74.3893 39.3832
2779.csv -74.3893 39.3863
2780.csv -74.3893 39.3895
2781.csv -74.3893 39.3927
2782.csv -74.3893 39.3959
2783.csv -74.3893 39.3991
2784.csv -74.3893 39.4023
2785.csv -74.3893 39.4054
2786.csv -74.3893 39.4086
2787.csv -74.3893 39.4118
2788.csv -74.3893 39.415
2789.csv -74.3893 39.4182
2790.csv -74.3893 39.4214
2791.csv -74.3893 39.4245
2792.csv -74.3893 39.4277
2793.csv -74.3893 39.4309
2794.csv -74.3893 39.4341
2795.csv -74.3893 39.4373
2796.csv -74.3893 39.4405
2797.csv -74.3893 39.4436
2798.csv -74.3893 39.4468
2799.csv -74.3893 39.45
2800.csv -74.3893 39.4532
2801.csv -74.3847 39.2972
2802.csv -74.3847 39.3004
2803.csv -74.3847 39.3036
2804.csv -74.3847 39.3068
2805.csv -74.3847 39.3099
2806.csv -74.3847 39.3131
2807.csv -74.3847 39.3163
2808.csv -74.3847 39.3195
2809.csv -74.3847 39.3227
2810.csv -74.3847 39.3259
2811.csv -74.3847 39.329
2812.csv -74.3847 39.3322
2813.csv -74.3847 39.3354
2814.csv -74.3847 39.3386
2815.csv -74.3847 39.3418
2816.csv -74.3847 39.345
2817.csv -74.3847 39.3481
2818.csv -74.3847 39.3513
2819.csv -74.3847 39.3545
2820.csv -74.3847 39.3577
2821.csv -74.3847 39.3609
2822.csv -74.3847 39.3641
2823.csv -74.3847 39.3672
2824.csv -74.3847 39.3704
2825.csv -74.3847 39.3736
2826.csv -74.3847 39.3768
2827.csv -74.3847 39.38
2828.csv -74.3847 39.3832
2829.csv -74.3847 39.3863
2830.csv -74.3847 39.3895
2831.csv -74.3847 39.3927
2832.csv -74.3847 39.3959
2833.csv -74.3847 39.3991
2834.csv -74.3847 39.4023
2835.csv -74.3847 39.4054
2836.csv -74.3847 39.4086
2837.csv -74.3847 39.4118
2838.csv -74.3847 39.415
2839.csv -74.3847 39.4182
2840.csv -74.3847 39.4214
2841.csv -74.3847 39.4245
2842.csv -74.3847 39.4277
2843.csv -74.3847 39.4309
2844.csv -74.3847 39.4341
2845.csv -74.3847 39.4373
2846.csv -74.3847 39.4405
2847.csv -74.3847 39.4436
2848.csv -74.3847 39.4468
2849.csv -74.3847 39.45
2850.csv -74.3847 39.4532
2851.csv -74.3801 39.2972
2852.csv -74.3801 39.3004
2853.csv -74.3801 39.3036
2854.csv -74.3801 39.3068
2855.csv -74.3801 39.3099
2856.csv -74.3801 39.3131
2857.csv -74.3801 39.3163
2858.csv -74.3801 39.3195
2859.csv -74.3801 39.3227
2860.csv -74.3801 39.3259
2861.csv -74.3801 39.329
2862.csv -74.3801 39.3322
2863.csv -74.3801 39.3354
2864.csv -74.3801 39.3386
2865.csv -74.3801 39.3418
2866.csv -74.3801 39.345
2867.csv -74.3801 39.3481
2868.csv -74.3801 39.3513
2869.csv -74.3801 39.3545
2870.csv -74.3801 39.3577
2871.csv -74.3801 39.3609
2872.csv -74.3801 39.3641
2873.csv -74.3801 39.3672
2874.csv -74.3801 39.3704
2875.csv -74.3801 39.3736
2876.csv -74.3801 39.3768
2877.csv -74.3801 39.38
2878.csv -74.3801 39.3832
2879.csv -74.3801 39.3863
2880.csv -74.3801 39.3895
2881.csv -74.3801 39.3927
2882.csv -74.3801 39.3959
2883.csv -74.3801 39.3991
2884.csv -74.3801 39.4023
2885.csv -74.3801 39.4054
2886.csv -74.3801 39.4086
2887.csv -74.3801 39.4118
2888.csv -74.3801 39.415
2889.csv -74.3801 39.4182
2890.csv -74.3801 39.4214
2891.csv -74.3801 39.4245
2892.csv -74.3801 39.4277
2893.csv -74.3801 39.4309
2894.csv -74.3801 39.4341
2895.csv -74.3801 39.4373
2896.csv -74.3801 39.4405
2897.csv -74.3801 39.4436
2898.csv -74.3801 39.4468
2899.csv -74.3801 39.45
2900.csv -74.3801 39.4532
2901.csv -74.3755 39.2972
2902.csv -74.3755 39.3004
2903.csv -74.3755 39.3036
2904.csv -74.3755 39.3068
2905.csv -74.3755 39.3099
2906.csv -74.3755 39.3131
2907.csv -74.3755 39.3163
2908.csv -74.3755 39.3195
2909.csv -74.3755 39.3227
2910.csv -74.3755 39.3259
2911.csv -74.3755 39.329
2912.csv -74.3755 39.3322
2913.csv -74.3755 39.3354
2914.csv -74.3755 39.3386
2915.csv -74.3755 39.3418
2916.csv -74.3755 39.345
2917.csv -74.3755 39.3481
2918.csv -74.3755 39.3513
2919.csv -74.3755 39.3545
2920.csv -74.3755 39.3577
2921.csv -74.3755 39.3609
2922.csv -74.3755 39.3641
2923.csv -74.3755 39.3672
2924.csv -74.3755 39.3704
2925.csv -74.3755 39.3736
2926.csv -74.3755 39.3768
2927.csv -74.3755 39.38
2928.csv -74.3755 39.3832
2929.csv -74.3755 39.3863
2930.csv -74.3755 39.3895
2931.csv -74.3755 39.3927
2932.csv -74.3755 39.3959
2933.csv -74.3755 39.3991
2934.csv -74.3755 39.4023
2935.csv -74.3755 39.4054
2936.csv -74.3755 39.4086
2937.csv -74.3755 39.4118
2938.csv -74.3755 39.415
2939.csv -74.3755 39.4182
2940.csv -74.3755 39.4214
2941.csv -74.3755 39.4245
2942.csv -74.3755 39.4277
2943.csv -74.3755 39.4309
2944.csv -74.3755 39.4341
2945.csv -74.3755 39.4373
2946.csv -74.3755 39.4405
2947.csv -74.3755 39.4436
2948.csv -74.3755 39.4468
2949.csv -74.3755 39.45
2950.csv -74.3755 39.4532
2951.csv -74.3709 39.2972
2952.csv -74.3709 39.3004
2953.csv -74.3709 39.3036
2954.csv -74.3709 39.3068
2955.csv -74.3709 39.3099
2956.csv -74.3709 39.3131
2957.csv -74.3709 39.3163
2958.csv -74.3709 39.3195
2959.csv -74.3709 39.3227
2960.csv -74.3709 39.3259
2961.csv -74.3709 39.329
2962.csv -74.3709 39.3322
2963.csv -74.3709 39.3354
2964.csv -74.3709 39.3386
2965.csv -74.3709 39.3418
2966.csv -74.3709 39.345
2967.csv -74.3709 39.3481
2968.csv -74.3709 39.3513
2969.csv -74.3709 39.3545
2970.csv -74.3709 39.3577
2971.csv -74.3709 39.3609
2972.csv -74.3709 39.3641
2973.csv -74.3709 39.3672
2974.csv -74.3709 39.3704
2975.csv -74.3709 39.3736
2976.csv -74.3709 39.3768
2977.csv -74.3709 39.38
2978.csv -74.3709 39.3832
2979.csv -74.3709 39.3863
2980.csv -74.3709 39.3895
2981.csv -74.3709 39.3927
2982.csv -74.3709 39.3959
2983.csv -74.3709 39.3991
2984.csv -74.3709 39.4023
2985.csv -74.3709 39.4054
2986.csv -74.3709 39.4086
2987.csv -74.3709 39.4118
2988.csv -74.3709 39.415
2989.csv -74.3709 39.4182
2990.csv -74.3709 39.4214
2991.csv -74.3709 39.4245
2992.csv -74.3709 39.4277
2993.csv -74.3709 39.4309
2994.csv -74.3709 39.4341
2995.csv -74.3709 39.4373
2996.csv -74.3709 39.4405
2997.csv -74.3709 39.4436
2998.csv -74.3709 39.4468
2999.csv -74.3709 39.45
3000.csv -74.3709 39.4532
3001.csv -74.3663 39.2972
3002.csv -74.3663 39.3004
3003.csv -74.3663 39.3036
3004.csv -74.3663 39.3068
3005.csv -74.3663 39.3099
3006.csv -74.3663 39.3131
3007.csv -74.3663 39.3163
3008.csv -74.3663 39.3195
3009.csv -74.3663 39.3227
3010.csv -74.3663 39.3259
3011.csv -74.3663 39.329
3012.csv -74.3663 39.3322
3013.csv -74.3663 39.3354
3014.csv -74.3663 39.3386
3015.csv -74.3663 39.3418
3016.csv -74.3663 39.345
3017.csv -74.3663 39.3481
3018.csv -74.3663 39.3513
3019.csv -74.3663 39.3545
3020.csv -74.3663 39.3577
3021.csv -74.3663 39.3609
3022.csv -74.3663 39.3641
3023.csv -74.3663 39.3672
3024.csv -74.3663 39.3704
3025.csv -74.3663 39.3736
3026.csv -74.3663 39.3768
3027.csv -74.3663 39.38
3028.csv -74.3663 39.3832
3029.csv -74.3663 39.3863
3030.csv -74.3663 39.3895
3031.csv -74.3663 39.3927
3032.csv -74.3663 39.3959
3033.csv -74.3663 39.3991
3034.csv -74.3663 39.4023
3035.csv -74.3663 39.4054
3036.csv -74.3663 39.4086
3037.csv -74.3663 39.4118
3038.csv -74.3663 39.415
3039.csv -74.3663 39.4182
3040.csv -74.3663 39.4214
3041.csv -74.3663 39.4245
3042.csv -74.3663 39.4277
3043.csv -74.3663 39.4309
3044.csv -74.3663 39.4341
3045.csv -74.3663 39.4373
3046.csv -74.3663 39.4405
3047.csv -74.3663 39.4436
3048.csv -74.3663 39.4468
3049.csv -74.3663 39.45
3050.csv -74.3663 39.4532
3051.csv -74.3617 39.2972
3052.csv -74.3617 39.3004
3053.csv -74.3617 39.3036
3054.csv -74.3617 39.3068
3055.csv -74.3617 39.3099
3056.csv -74.3617 39.3131
3057.csv -74.3617 39.3163
3058.csv -74.3617 39.3195
3059.csv -74.3617 39.3227
3060.csv -74.3617 39.3259
3061.csv -74.3617 39.329
3062.csv -74.3617 39.3322
3063.csv -74.3617 39.3354
3064.csv -74.3617 39.3386
3065.csv -74.3617 39.3418
3066.csv -74.3617 39.345
3067.csv -74.3617 39.3481
3068.csv -74.3617 39.3513
3069.csv -74.3617 39.3545
3070.csv -74.3617 39.3577
3071.csv -74.3617 39.3609
3072.csv -74.3617 39.3641
3073.csv -74.3617 39.3672
3074.csv -74.3617 39.3704
3075.csv -74.3617 39.3736
3076.csv -74.3617 39.3768
3077.csv -74.3617 39.38
3078.csv -74.3617 39.3832
3079.csv -74.3617 39.3863
3080.csv -74.3617 39.3895
3081.csv -74.3617 39.3927
3082.csv -74.3617 39.3959
3083.csv -74.3617 39.3991
3084.csv -74.3617 39.4023
3085.csv -74.3617 39.4054
3086.csv -74.3617 39.4086
3087.csv -74.3617 39.4118
3088.csv -74.3617 39.415
3089.csv -74.3617 39.4182
3090.csv -74.3617 39.4214
3091.csv -74.3617 39.4245
3092.csv -74.3617 39.4277
3093.csv -74.3617 39.4309
3094.csv -74.3617 39.4341
3095.csv -74.3617 39.4373
3096.csv -74.3617 39.4405
3097.csv -74.3617 39.4436
3098.csv -74.3617 39.4468
3099.csv -74.3617 39.45
3100.csv -74.3617 39.4532
3101.csv -74.3571 39.2972
3102.csv -74.3571 39.3004
3103.csv -74.3571 39.3036
3104.csv -74.3571 39.3068
3105.csv -74.3571 39.3099
3106.csv -74.3571 39.3131
3107.csv -74.3571 39.3163
3108.csv -74.3571 39.3195
3109.csv -74.3571 39.3227
3110.csv -74.3571 39.3259
3111.csv -74.3571 39.329
3112.csv -74.3571 39.3322
3113.csv -74.3571 39.3354
3114.csv -74.3571 39.3386
3115.csv -74.3571 39.3418
3116.csv -74.3571 39.345
3117.csv -74.3571 39.3481
3118.csv -74.3571 39.3513
3119.csv -74.3571 39.3545
3120.csv -74.3571 39.3577
3121.csv -74.3571 39.3609
3122.csv -74.3571 39.3641
3123.csv -74.3571 39.3672
3124.csv -74.3571 39.3704
3125.csv -74.3571 39.3736
3126.csv -74.3571 39.3768
3127.csv -74.3571 39.38
3128.csv -74.3571 39.3832
3129.csv -74.3571 39.3863
3130.csv -74.3571 39.3895
3131.csv -74.3571 39.3927
3132.csv -74.3571 39.3959
3133.csv -74.3571 39.3991
3134.csv -74.3571 39.4023
3135.csv -74.3571 39.4054
3136.csv -74.3571 39.4086
3137.csv -74.3571 39.4118
3138.csv -74.3571 39.415
3139.csv -74.3571 39.4182
3140.csv -74.3571 39.4214
3141.csv -74.3571 39.4245
3142.csv -74.3571 39.4277
3143.csv -74.3571 39.4309
3144.csv -74.3571 39.4341
3145.csv -74.3571 39.4373
3146.csv -74.3571 39.4405
3147.csv -74.3571 39.4436
3148.csv -74.3571 39.4468
3149.csv -74.3571 39.45
3150.csv -74.3571 39.4532
3151.csv -74.3526 39.2972
3152.csv -74.3526 39.3004
3153.csv -74.3526 39.3036
3154.csv -74.3526 39.3068
3155.csv -74.3526 39.3099
3156.csv -74.3526 39.3131
3157.csv -74.3526 39.3163
3158.csv -74.3526 39.3195
3159.csv -74.3526 39.3227
3160.csv -74.3526 39.3259
3161.csv -74.3526 39.329
3162.csv -74.3526 39.3322
3163.csv -74.3526 39.3354
3164.csv -74.3526 39.3386
3165.csv -74.3526 39.3418
3166.csv -74.3526 39.345
3167.csv -74.3526 39.3481
3168.csv -74.3526 39.3513
3169.csv -74.3526 39.3545
3170.csv -74.3526 39.3577
3171.csv -74.3526 39.3609
3172.csv -74.3526 39.3641
3173.csv -74.3526 39.3672
3174.csv -74.3526 39.3704
3175.csv -74.3526 39.3736
3176.csv -74.3526 39.3768
3177.csv -74.3526 39.38
3178.csv -74.3526 39.3832
3179.csv -74.3526 39.3863
3180.csv -74.3526 39.3895
3181.csv -74.3526 39.3927
3182.csv -74.3526 39.3959
3183.csv -74.3526 39.3991
3184.csv -74.3526 39.4023
3185.csv -74.3526 39.4054
3186.csv -74.3526 39.4086
3187.csv -74.3526 39.4118
3188.csv -74.3526 39.415
3189.csv -74.3526 39.4182
3190.csv -74.3526 39.4214
3191.csv -74.3526 39.4245
3192.csv -74.3526 39.4277
3193.csv -74.3526 39.4309
3194.csv -74.3526 39.4341
3195.csv -74.3526 39.4373
3196.csv -74.3526 39.4405
3197.csv -74.3526 39.4436
3198.csv -74.3526 39.4468
3199.csv -74.3526 39.45
3200.csv -74.3526 39.4532
3201.csv -74.348 39.2972
3202.csv -74.348 39.3004
3203.csv -74.348 39.3036
3204.csv -74.348 39.3068
3205.csv -74.348 39.3099
3206.csv -74.348 39.3131
3207.csv -74.348 39.3163
3208.csv -74.348 39.3195
3209.csv -74.348 39.3227
3210.csv -74.348 39.3259
3211.csv -74.348 39.329
3212.csv -74.348 39.3322
3213.csv -74.348 39.3354
3214.csv -74.348 39.3386
3215.csv -74.348 39.3418
3216.csv -74.348 39.345
3217.csv -74.348 39.3481
3218.csv -74.348 39.3513
3219.csv -74.348 39.3545
3220.csv -74.348 39.3577
3221.csv -74.348 39.3609
3222.csv -74.348 39.3641
3223.csv -74.348 39.3672
3224.csv -74.348 39.3704
3225.csv -74.348 39.3736
3226.csv -74.348 39.3768
3227.csv -74.348 39.38
3228.csv -74.348 39.3832
3229.csv -74.348 39.3863
3230.csv -74.348 39.3895
3231.csv -74.348 39.3927
3232.csv -74.348 39.3959
3233.csv -74.348 39.3991
3234.csv -74.348 39.4023
3235.csv -74.348 39.4054
3236.csv -74.348 39.4086
3237.csv -74.348 39.4118
3238.csv -74.348 39.415
3239.csv -74.348 39.4182
3240.csv -74.348 39.4214
3241.csv -74.348 39.4245
3242.csv -74.348 39.4277
3243.csv -74.348 39.4309
3244.csv -74.348 39.4341
3245.csv -74.348 39.4373
3246.csv -74.348 39.4405
3247.csv -74.348 39.4436
3248.csv -74.348 39.4468
3249.csv -74.348 39.45
3250.csv -74.348 39.4532
3251.csv -74.3434 39.2972
3252.csv -74.3434 39.3004
3253.csv -74.3434 39.3036
3254.csv -74.3434 39.3068
3255.csv -74.3434 39.3099
3256.csv -74.3434 39.3131
3257.csv -74.3434 39.3163
3258.csv -74.3434 39.3195
3259.csv -74.3434 39.3227
3260.csv -74.3434 39.3259
3261.csv -74.3434 39.329
3262.csv -74.3434 39.3322
3263.csv -74.3434 39.3354
3264.csv -74.3434 39.3386
3265.csv -74.3434 39.3418
3266.csv -74.3434 39.345
3267.csv -74.3434 39.3481
3268.csv -74.3434 39.3513
3269.csv -74.3434 39.3545
3270.csv -74.3434 39.3577
3271.csv -74.3434 39.3609
3272.csv -74.3434 39.3641
3273.csv -74.3434 39.3672
3274.csv -74.3434 39.3704
3275.csv -74.3434 39.3736
3276.csv -74.3434 39.3768
3277.csv -74.3434 39.38
3278.csv -74.3434 39.3832
3279.csv -74.3434 39.3863
3280.csv -74.3434 39.3895
3281.csv -74.3434 39.3927
3282.csv -74.3434 39.3959
3283.csv -74.3434 39.3991
3284.csv -74.3434 39.4023
3285.csv -74.3434 39.4054
3286.csv -74.3434 39.4086
3287.csv -74.3434 39.4118
3288.csv -74.3434 39.415
3289.csv -74.3434 39.4182
3290.csv -74.3434 39.4214
3291.csv -74.3434 39.4245
3292.csv -74.3434 39.4277
3293.csv -74.3434 39.4309
3294.csv -74.3434 39.4341
3295.csv -74.3434 39.4373
3296.csv -74.3434 39.4405
3297.csv -74.3434 39.4436
3298.csv -74.3434 39.4468
3299.csv -74.3434 39.45
3300.csv -74.3434 39.4532
3301.csv -74.3388 39.2972
3302.csv -74.3388 39.3004
3303.csv -74.3388 39.3036
3304.csv -74.3388 39.3068
3305.csv -74.3388 39.3099
3306.csv -74.3388 39.3131
3307.csv -74.3388 39.3163
3308.csv -74.3388 39.3195
3309.csv -74.3388 39.3227
3310.csv -74.3388 39.3259
3311.csv -74.3388 39.329
3312.csv -74.3388 39.3322
3313.csv -74.3388 39.3354
3314.csv -74.3388 39.3386
3315.csv -74.3388 39.3418
3316.csv -74.3388 39.345
3317.csv -74.3388 39.3481
3318.csv -74.3388 39.3513
3319.csv -74.3388 39.3545
3320.csv -74.3388 39.3577
3321.csv -74.3388 39.3609
3322.csv -74.3388 39.3641
3323.csv -74.3388 39.3672
3324.csv -74.3388 39.3704
3325.csv -74.3388 39.3736
3326.csv -74.3388 39.3768
3327.csv -74.3388 39.38
3328.csv -74.3388 39.3832
3329.csv -74.3388 39.3863
3330.csv -74.3388 39.3895
3331.csv -74.3388 39.3927
3332.csv -74.3388 39.3959
3333.csv -74.3388 39.3991
3334.csv -74.3388 39.4023
3335.csv -74.3388 39.4054
3336.csv -74.3388 39.4086
3337.csv -74.3388 39.4118
3338.csv -74.3388 39.415
3339.csv -74.3388 39.4182
3340.csv -74.3388 39.4214
3341.csv -74.3388 39.4245
3342.csv -74.3388 39.4277
3343.csv -74.3388 39.4309
3344.csv -74.3388 39.4341
3345.csv -74.3388 39.4373
3346.csv -74.3388 39.4405
3347.csv -74.3388 39.4436
3348.csv -74.3388 39.4468
3349.csv -74.3388 39.45
3350.csv -74.3388 39.4532
3351.csv -74.3342 39.2972
3352.csv -74.3342 39.3004
3353.csv -74.3342 39.3036
3354.csv -74.3342 39.3068
3355.csv -74.3342 39.3099
3356.csv -74.3342 39.3131
3357.csv -74.3342 39.3163
3358.csv -74.3342 39.3195
3359.csv -74.3342 39.3227
3360.csv -74.3342 39.3259
3361.csv -74.3342 39.329
3362.csv -74.3342 39.3322
3363.csv -74.3342 39.3354
3364.csv -74.3342 39.3386
3365.csv -74.3342 39.3418
3366.csv -74.3342 39.345
3367.csv -74.3342 39.3481
3368.csv -74.3342 39.3513
3369.csv -74.3342 39.3545
3370.csv -74.3342 39.3577
3371.csv -74.3342 39.3609
3372.csv -74.3342 39.3641
3373.csv -74.3342 39.3672
3374.csv -74.3342 39.3704
3375.csv -74.3342 39.3736
3376.csv -74.3342 39.3768
3377.csv -74.3342 39.38
3378.csv -74.3342 39.3832
3379.csv -74.3342 39.3863
3380.csv -74.3342 39.3895
3381.csv -74.3342 39.3927
3382.csv -74.3342 39.3959
3383.csv -74.3342 39.3991
3384.csv -74.3342 39.4023
3385.csv -74.3342 39.4054
3386.csv -74.3342 39.4086
3387.csv -74.3342 39.4118
3388.csv -74.3342 39.415
3389.csv -74.3342 39.4182
3390.csv -74.3342 39.4214
3391.csv -74.3342 39.4245
3392.csv -74.3342 39.4277
3393.csv -74.3342 39.4309
3394.csv -74.3342 39.4341
3395.csv -74.3342 39.4373
3396.csv -74.3342 39.4405
3397.csv -74.3342 39.4436
3398.csv -74.3342 39.4468
3399.csv -74.3342 39.45
3400.csv -74.3342 39.4532
3401.csv -74.3296 39.2972
3402.csv -74.3296 39.3004
3403.csv -74.3296 39.3036
3404.csv -74.3296 39.3068
3405.csv -74.3296 39.3099
3406.csv -74.3296 39.3131
3407.csv -74.3296 39.3163
3408.csv -74.3296 39.3195
3409.csv -74.3296 39.3227
3410.csv -74.3296 39.3259
3411.csv -74.3296 39.329
3412.csv -74.3296 39.3322
3413.csv -74.3296 39.3354
3414.csv -74.3296 39.3386
3415.csv -74.3296 39.3418
3416.csv -74.3296 39.345
3417.csv -74.3296 39.3481
3418.csv -74.3296 39.3513
3419.csv -74.3296 39.3545
3420.csv -74.3296 39.3577
3421.csv -74.3296 39.3609
3422.csv -74.3296 39.3641
3423.csv -74.3296 39.3672
3424.csv -74.3296 39.3704
3425.csv -74.3296 39.3736
3426.csv -74.3296 39.3768
3427.csv -74.3296 39.38
3428.csv -74.3296 39.3832
3429.csv -74.3296 39.3863
3430.csv -74.3296 39.3895
3431.csv -74.3296 39.3927
3432.csv -74.3296 39.3959
3433.csv -74.3296 39.3991
3434.csv -74.3296 39.4023
3435.csv -74.3296 39.4054
3436.csv -74.3296 39.4086
3437.csv -74.3296 39.4118
3438.csv -74.3296 39.415
3439.csv -74.3296 39.4182
3440.csv -74.3296 39.4214
3441.csv -74.3296 39.4245
3442.csv -74.3296 39.4277
3443.csv -74.3296 39.4309
3444.csv -74.3296 39.4341
3445.csv -74.3296 39.4373
3446.csv -74.3296 39.4405
3447.csv -74.3296 39.4436
3448.csv -74.3296 39.4468
3449.csv -74.3296 39.45
3450.csv -74.3296 39.4532
3451.csv -74.325 39.2972
3452.csv -74.325 39.3004
3453.csv -74.325 39.3036
3454.csv -74.325 39.3068
3455.csv -74.325 39.3099
3456.csv -74.325 39.3131
3457.csv -74.325 39.3163
3458.csv -74.325 39.3195
3459.csv -74.325 39.3227
3460.csv -74.325 39.3259
3461.csv -74.325 39.329
3462.csv -74.325 39.3322
3463.csv -74.325 39.3354
3464.csv -74.325 39.3386
3465.csv -74.325 39.3418
3466.csv -74.325 39.345
3467.csv -74.325 39.3481
3468.csv -74.325 39.3513
3469.csv -74.325 39.3545
3470.csv -74.325 39.3577
3471.csv -74.325 39.3609
3472.csv -74.325 39.3641
3473.csv -74.325 39.3672
3474.csv -74.325 39.3704
3475.csv -74.325 39.3736
3476.csv -74.325 39.3768
3477.csv -74.325 39.38
3478.csv -74.325 39.3832
3479.csv -74.325 39.3863
3480.csv -74.325 39.3895
3481.csv -74.325 39.3927
3482.csv -74.325 39.3959
3483.csv -74.325 39.3991
3484.csv -74.325 39.4023
3485.csv -74.325 39.4054
3486.csv -74.325 39.4086
3487.csv -74.325 39.4118
3488.csv -74.325 39.415
3489.csv -74.325 39.4182
3490.csv -74.325 39.4214
3491.csv -74.325 39.4245
3492.csv -74.325 39.4277
3493.csv -74.325 39.4309
3494.csv -74.325 39.4341
3495.csv -74.325 39.4373
3496.csv -74.325 39.4405
3497.csv -74.325 39.4436
3498.csv -74.325 39.4468
3499.csv -74.325 39.45
3500.csv -74.325 39.4532
