sta lon lat
1885.csv -74.4719 39.4054
1886.csv -74.4719 39.4086
1887.csv -74.4719 39.4118
1888.csv -74.4719 39.415
1889.csv -74.4719 39.4182
1890.csv -74.4719 39.4214
1891.csv -74.4719 39.4245
1892.csv -74.4719 39.4277
1893.csv -74.4719 39.4309
1894.csv -74.4719 39.4341
1895.csv -74.4719 39.4373
1896.csv -74.4719 39.4405
1897.csv -74.4719 39.4436
1898.csv -74.4719 39.4468
1899.csv -74.4719 39.45
1900.csv -74.4719 39.4532
1901.csv -74.4673 39.2972
1902.csv -74.4673 39.3004
1903.csv -74.4673 39.3036
1904.csv -74.4673 39.3068
1905.csv -74.4673 39.3099
1906.csv -74.4673 39.3131
1907.csv -74.4673 39.3163
1908.csv -74.4673 39.3195
1909.csv -74.4673 39.3227
1910.csv -74.4673 39.3259
1911.csv -74.4673 39.329
1912.csv -74.4673 39.3322
1913.csv -74.4673 39.3354
1914.csv -74.4673 39.3386
1915.csv -74.4673 39.3418
1916.csv -74.4673 39.345
1917.csv -74.4673 39.3481
1918.csv -74.4673 39.3513
1919.csv -74.4673 39.3545
1920.csv -74.4673 39.3577
1921.csv -74.4673 39.3609
1922.csv -74.4673 39.3641
1923.csv -74.4673 39.3672
1924.csv -74.4673 39.3704
1925.csv -74.4673 39.3736
1926.csv -74.4673 39.3768
1927.csv -74.4673 39.38
1928.csv -74.4673 39.3832
1929.csv -74.4673 39.3863
1930.csv -74.4673 39.3895
1931.csv -74.4673 39.3927
1932.csv -74.4673 39.3959
1933.csv -74.4673 39.3991
1934.csv -74.4673 39.4023
1935.csv -74.4673 39.4054
1936.csv -74.4673 39.4086
1937.csv -74.4673 39.4118
1938.csv -74.4673 39.415
1939.csv -74.4673 39.4182
1940.csv -74.4673 39.4214
1941.csv -74.4673 39.4245
1942.csv -74.4673 39.4277
1943.csv -74.4673 39.4309
1944.csv -74.4673 39.4341
1945.csv -74.4673 39.4373
1946.csv -74.4673 39.4405
1947.csv -74.4673 39.4436
1948.csv -74.4673 39.4468
1949.csv -74.4673 39.45
1950.csv -74.4673 39.4532
1951.csv -74.4628 39.2972
1952.csv -74.4628 39.3004
1953.csv -74.4628 39.3036
1954.csv -74.4628 39.3068
1955.csv -74.4628 39.3099
1956.csv -74.4628 39.3131
1957.csv -74.4628 39.3163
1958.csv -74.4628 39.3195
1959.csv -74.4628 39.3227
1960.csv -74.4628 39.3259
1961.csv -74.4628 39.329
1962.csv -74.4628 39.3322
1963.csv -74.4628 39.3354
1964.csv -74.4628 39.3386
1965.csv -74.4628 39.3418
1966.csv -74.4628 39.345
1967.csv -74.4628 39.3481
1968.csv -74.4628 39.3513
1969.csv -74.4628 39.3545
1970.csv -74.4628 39.3577
1971.csv -74.4628 39.3609
1972.csv -74.4628 39.3641
1973.csv -74.4628 39.3672
1974.csv -74.4628 39.3704
1975.csv -74.4628 39.3736
1976.csv -74.4628 39.3768
1977.csv -74.4628 39.38
1978.csv -74.4628 39.3832
1979.csv -74.4628 39.3863
1980.csv -74.4628 39.3895
1981.csv -74.4628 39.3927
1982.csv -74.4628 39.3959
1983.csv -74.4628 39.3991
1984.csv -74.4628 39.4023
1985.csv -74.4628 39.4054
1986.csv -74.4628 39.4086
1987.csv -74.4628 39.4118
1988.csv -74.4628 39.415
1989.csv -74.4628 39.4182
1990.csv -74.4628 39.4214
1991.csv -74.4628 39.4245
1992.csv -74.4628 39.4277
1993.csv -74.4628 39.4309
1994.csv -74.4628 39.4341
1995.csv -74.4628 39.4373
1996.csv -74.4628 39.4405
1997.csv -74.4628 39.4436
1998.csv -74.4628 39.4468
1999.csv -74.4628 39.45
2000.csv -74.4628 39.4532
2001.csv -74.4582 39.2972
2002.csv -74.4582 39.3004
2003.csv -74.4582 39.3036
2004.csv -74.4582 39.3068
2005.csv -74.4582 39.3099
2006.csv -74.4582 39.3131
2007.csv -74.4582 39.3163
2008.csv -74.4582 39.3195
2009.csv -74.4582 39.3227
2010.csv -74.4582 39.3259
2011.csv -74.4582 39.329
2012.csv -74.4582 39.3322
2013.csv -74.4582 39.3354
2014.csv -74.4582 39.3386
2015.csv -74.4582 39.3418
2016.csv -74.4582 39.345
2017.csv -74.4582 39.3481
2018.csv -74.4582 39.3513
2019.csv -74.4582 39.3545
2020.csv -74.4582 39.3577
2021.csv -74.4582 39.3609
2022.csv -74.4582 39.3641
2023.csv -74.4582 39.3672
2024.csv -74.4582 39.3704
2025.csv -74.4582 39.3736
2026.csv -74.4582 39.3768
2027.csv -74.4582 39.38
2028.csv -74.4582 39.3832
2029.csv -74.4582 39.3863
2030.csv -74.4582 39.3895
2031.csv -74.4582 39.3927
2032.csv -74.4582 39.3959
2033.csv -74.4582 39.3991
2034.csv -74.4582 39.4023
2035.csv -74.4582 39.4054
2036.csv -74.4582 39.4086
2037.csv -74.4582 39.4118
2038.csv -74.4582 39.415
2039.csv -74.4582 39.4182
2040.csv -74.4582 39.4214
2041.csv -74.4582 39.4245
2042.csv -74.4582 39.4277
2043.csv -74.4582 39.4309
2044.csv -74.4582 39.4341
2045.csv -74.4582 39.4373
2046.csv -74.4582 39.4405
2047.csv -74.4582 39.4436
2048.csv -74.4582 39.4468
2049.csv -74.4582 39.45
2050.csv -74.4582 39.4532
2051.csv -74.4536 39.2972
2052.csv -74.4536 39.3004
2053.csv -74.4536 39.3036
2054.csv -74.4536 39.3068
2055.csv -74.4536 39.3099
2056.csv -74.4536 39.3131
2057.csv -74.4536 39.3163
2058.csv -74.4536 39.3195
2059.csv -74.4536 39.3227
2060.csv -74.4536 39.3259
2061.csv -74.4536 39.329
2062.csv -74.4536 39.3322
2063.csv -74.4536 39.3354
2064.csv -74.4536 39.3386
2065.csv -74.4536 39.3418
2066.csv -74.4536 39.345
2067.csv -74.4536 39.3481
2068.csv -74.4536 39.3513
2069.csv -74.4536 39.3545
2070.csv -74.4536 39.3577
2071.csv -74.4536 39.3609
2072.csv -74.4536 39.3641
2073.csv -74.4536 39.3672
2074.csv -74.4536 39.3704
2075.csv -74.4536 39.3736
2076.csv -74.4536 39.3768
2077.csv -74.4536 39.38
2078.csv -74.4536 39.3832
2079.csv -74.4536 39.3863
2080.csv -74.4536 39.3895
2081.csv -74.4536 39.3927
2082.csv -74.4536 39.3959
2083.csv -74.4536 39.3991
2084.csv -74.4536 39.4023
2085.csv -74.4536 39.4054
2086.csv -74.4536 39.4086
2087.csv -74.4536 39.4118
2088.csv -74.4536 39.415
2089.csv -74.4536 39.4182
2090.csv -74.4536 39.4214
2091.csv -74.4536 39.4245
2092.csv -74.4536 39.4277
2093.csv -74.4536 39.4309
2094.csv -74.4536 39.4341
2095.csv -74.4536 39.4373
2096.csv -74.4536 39.4405
2097.csv -74.4536 39.4436
2098.csv -74.4536 39.4468
2099.csv -74.4536 39.45
2100.csv -74.4536 39.4532
2101.csv -74.449 39.2972
2102.csv -74.449 39.3004
2103.csv -74.449 39.3036
2104.csv -74.449 39.3068
2105.csv -74.449 39.3099
2106.csv -74.449 39.3131
2107.csv -74.449 39.3163
2108.csv -74.449 39.3195
2109.csv -74.449 39.3227
2110.csv -74.449 39.3259
2111.csv -74.449 39.329
2112.csv -74.449 39.3322
2113.csv -74.449 39.3354
2114.csv -74.449 39.3386
2115.csv -74.449 39.3418
2116.csv -74.449 39.345
2117.csv -74.449 39.3481
2118.csv -74.449 39.3513
2119.csv -74.449 39.3545
2120.csv -74.449 39.3577
2121.csv -74.449 39.3609
2122.csv -74.449 39.3641
2123.csv -74.449 39.3672
2124.csv -74.449 39.3704
2125.csv -74.449 39.3736
2126.csv -74.449 39.3768
2127.csv -74.449 39.38
2128.csv -74.449 39.3832
2129.csv -74.449 39.3863
2130.csv -74.449 39.3895
2131.csv -74.449 39.3927
2132.csv -74.449 39.3959
2133.csv -74.449 39.3991
2134.csv -74.449 39.4023
2135.csv -74.449 39.4054
2136.csv -74.449 39.4086
2137.csv -74.449 39.4118
2138.csv -74.449 39.415
2139.csv -74.449 39.4182
2140.csv -74.449 39.4214
2141.csv -74.449 39.4245
2142.csv -74.449 39.4277
2143.csv -74.449 39.4309
2144.csv -74.449 39.4341
2145.csv -74.449 39.4373
2146.csv -74.449 39.4405
2147.csv -74.449 39.4436
2148.csv -74.449 39.4468
2149.csv -74.449 39.45
2150.csv -74.449 39.4532
2151.csv -74.4444 39.2972
2152.csv -74.4444 39.3004
2153.csv -74.4444 39.3036
2154.csv -74.4444 39.3068
2155.csv -74.4444 39.3099
2156.csv -74.4444 39.3131
2157.csv -74.4444 39.3163
2158.csv -74.4444 39.3195
2159.csv -74.4444 39.3227
2160.csv -74.4444 39.3259
2161.csv -74.4444 39.329
2162.csv -74.4444 39.3322
2163.csv -74.4444 39.3354
2164.csv -74.4444 39.3386
2165.csv -74.4444 39.3418
2166.csv -74.4444 39.345
2167.csv -74.4444 39.3481
2168.csv -74.4444 39.3513
2169.csv -74.4444 39.3545
2170.csv -74.4444 39.3577
2171.csv -74.4444 39.3609
2172.csv -74.4444 39.3641
2173.csv -74.4444 39.3672
2174.csv -74.4444 39.3704
2175.csv -74.4444 39.3736
2176.csv -74.4444 39.3768
2177.csv -74.4444 39.38
2178.csv -74.4444 39.3832
2179.csv -74.4444 39.3863
2180.csv -74.4444 39.3895
2181.csv -74.4444 39.3927
2182.csv -74.4444 39.3959
2183.csv -74.4444 39.3991
2184.csv -74.4444 39.4023
2185.csv -74.4444 39.4054
2186.csv -74.4444 39.4086
2187.csv -74.4444 39.4118
2188.csv -74.4444 39.415
2189.csv -74.4444 39.4182
2190.csv -74.4444 39.4214
2191.csv -74.4444 39.4245
2192.csv -74.4444 39.4277
2193.csv -74.4444 39.4309
2194.csv -74.4444 39.4341
2195.csv -74.4444 39.4373
2196.csv -74.4444 39.4405
2197.csv -74.4444 39.4436
2198.csv -74.4444 39.4468
2199.csv -74.4444 39.45
2200.csv -74.4444 39.4532
2201.csv -74.4398 39.2972
2202.csv -74.4398 39.3004
2203.csv -74.4398 39.3036
2204.csv -74.4398 39.3068
2205.csv -74.4398 39.3099
2206.csv -74.4398 39.3131
2207.csv -74.4398 39.3163
2208.csv -74.4398 39.3195
2209.csv -74.4398 39.3227
2210.csv -74.4398 39.3259
2211.csv -74.4398 39.329
2212.csv -74.4398 39.3322
2213.csv -74.4398 39.3354
2214.csv -74.4398 39.3386
2215.csv -74.4398 39.3418
2216.csv -74.4398 39.345
2217.csv -74.4398 39.3481
2218.csv -74.4398 39.3513
2219.csv -74.4398 39.3545
2220.csv -74.4398 39.3577
2221.csv -74.4398 39.3609
2222.csv -74.4398 39.3641
2223.csv -74.4398 39.3672
2224.csv -74.4398 39.3704
2225.csv -74.4398 39.3736
2226.csv -74.4398 39.3768
2227.csv -74.4398 39.38
2228.csv -74.4398 39.3832
2229.csv -74.4398 39.3863
2230.csv -74.4398 39.3895
2231.csv -74.4398 39.3927
2232.csv -74.4398 39.3959
2233.csv -74.4398 39.3991
2234.csv -74.4398 39.4023
2235.csv -74.4398 39.4054
2236.csv -74.4398 39.4086
2237.csv -74.4398 39.4118
2238.csv -74.4398 39.415
2239.csv -74.4398 39.4182
2240.csv -74.4398 39.4214
2241.csv -74.4398 39.4245
2242.csv -74.4398 39.4277
2243.csv -74.4398 39.4309
2244.csv -74.4398 39.4341
2245.csv -74.4398 39.4373
2246.csv -74.4398 39.4405
2247.csv -74.4398 39.4436
2248.csv -74.4398 39.4468
2249.csv -74.4398 39.45
2250.csv -74.4398 39.4532
2251.csv -74.4352 39.2972
2252.csv -74.4352 39.3004
2253.csv -74.4352 39.3036
2254.csv -74.4352 39.3068
2255.csv -74.4352 39.3099
2256.csv -74.4352 39.3131
2257.csv -74.4352 39.3163
2258.csv -74.4352 39.3195
2259.csv -74.4352 39.3227
2260.csv -74.4352 39.3259
2261.csv -74.4352 39.329
2262.csv -74.4352 39.3322
2263.csv -74.4352 39.3354
2264.csv -74.4352 39.3386
2265.csv -74.4352 39.3418
2266.csv -74.4352 39.345
2267.csv -74.4352 39.3481
2268.csv -74.4352 39.3513
2269.csv -74.4352 39.3545
2270.csv -74.4352 39.3577
2271.csv -74.4352 39.3609
2272.csv -74.4352 39.3641
2273.csv -74.4352 39.3672
2274.csv -74.4352 39.3704
2275.csv -74.4352 39.3736
2276.csv -74.4352 39.3768
2277.csv -74.4352 39.38
2278.csv -74.4352 39.3832
2279.csv -74.4352 39.3863
2280.csv -74.4352 39.3895
2281.csv -74.4352 39.3927
2282.csv -74.4352 39.3959
2283.csv -74.4352 39.3991
2284.csv -74.4352 39.4023
2285.csv -74.4352 39.4054
2286.csv -74.4352 39.4086
2287.csv -74.4352 39.4118
2288.csv -74.4352 39.415
2289.csv -74.4352 39.4182
2290.csv -74.4352 39.4214
2291.csv -74.4352 39.4245
2292.csv -74.4352 39.4277
2293.csv -74.4352 39.4309
2294.csv -74.4352 39.4341
2295.csv -74.4352 39.4373
2296.csv -74.4352 39.4405
2297.csv -74.4352 39.4436
2298.csv -74.4352 39.4468
2299.csv -74.4352 39.45
2300.csv -74.4352 39.4532
2301.csv -74.4306 39.2972
2302.csv -74.4306 39.3004
2303.csv -74.4306 39.3036
2304.csv -74.4306 39.3068
2305.csv -74.4306 39.3099
2306.csv -74.4306 39.3131
2307.csv -74.4306 39.3163
2308.csv -74.4306 39.3195
2309.csv -74.4306 39.3227
2310.csv -74.4306 39.3259
2311.csv -74.4306 39.329
2312.csv -74.4306 39.3322
2313.csv -74.4306 39.3354
2314.csv -74.4306 39.3386
2315.csv -74.4306 39.3418
2316.csv -74.4306 39.345
2317.csv -74.4306 39.3481
2318.csv -74.4306 39.3513
2319.csv -74.4306 39.3545
2320.csv -74.4306 39.3577
2321.csv -74.4306 39.3609
2322.csv -74.4306 39.3641
2323.csv -74.4306 39.3672
2324.csv -74.4306 39.3704
2325.csv -74.4306 39.3736
2326.csv -74.4306 39.3768
2327.csv -74.4306 39.38
2328.csv -74.4306 39.3832
2329.csv -74.4306 39.3863
2330.csv -74.4306 39.3895
2331.csv -74.4306 39.3927
2332.csv -74.4306 39.3959
2333.csv -74.4306 39.3991
2334.csv -74.4306 39.4023
2335.csv -74.4306 39.4054
2336.csv -74.4306 39.4086
2337.csv -74.4306 39.4118
2338.csv -74.4306 39.415
2339.csv -74.4306 39.4182
2340.csv -74.4306 39.4214
2341.csv -74.4306 39.4245
2342.csv -74.4306 39.4277
2343.csv -74.4306 39.4309
2344.csv -74.4306 39.4341
2345.csv -74.4306 39.4373
2346.csv -74.4306 39.4405
2347.csv -74.4306 39.4436
2348.csv -74.4306 39.4468
2349.csv -74.4306 39.45
2350.csv -74.4306 39.4532
2351.csv -74.426 39.2972
2352.csv -74.426 39.3004
2353.csv -74.426 39.3036
2354.csv -74.426 39.3068
2355.csv -74.426 39.3099
2356.csv -74.426 39.3131
2357.csv -74.426 39.3163
2358.csv -74.426 39.3195
2359.csv -74.426 39.3227
2360.csv -74.426 39.3259
2361.csv -74.426 39.329
2362.csv -74.426 39.3322
2363.csv -74.426 39.3354
2364.csv -74.426 39.3386
2365.csv -74.426 39.3418
2366.csv -74.426 39.345
2367.csv -74.426 39.3481
2368.csv -74.426 39.3513
2369.csv -74.426 39.3545
2370.csv -74.426 39.3577
2371.csv -74.426 39.3609
2372.csv -74.426 39.3641
2373.csv -74.426 39.3672
2374.csv -74.426 39.3704
2375.csv -74.426 39.3736
2376.csv -74.426 39.3768
2377.csv -74.426 39.38
2378.csv -74.426 39.3832
2379.csv -74.426 39.3863
2380.csv -74.426 39.3895
2381.csv -74.426 39.3927
2382.csv -74.426 39.3959
2383.csv -74.426 39.3991
2384.csv -74.426 39.4023
2385.csv -74.426 39.4054
2386.csv -74.426 39.4086
2387.csv -74.426 39.4118
2388.csv -74.426 39.415
2389.csv -74.426 39.4182
2390.csv -74.426 39.4214
2391.csv -74.426 39.4245
2392.csv -74.426 39.4277
2393.csv -74.426 39.4309
2394.csv -74.426 39.4341
2395.csv -74.426 39.4373
2396.csv -74.426 39.4405
2397.csv -74.426 39.4436
2398.csv -74.426 39.4468
2399.csv -74.426 39.45
2400.csv -74.426 39.4532
2401.csv -74.4214 39.2972
2402.csv -74.4214 39.3004
2403.csv -74.4214 39.3036
2404.csv -74.4214 39.3068
2405.csv -74.4214 39.3099
2406.csv -74.4214 39.3131
2407.csv -74.4214 39.3163
2408.csv -74.4214 39.3195
2409.csv -74.4214 39.3227
2410.csv -74.4214 39.3259
2411.csv -74.4214 39.329
2412.csv -74.4214 39.3322
2413.csv -74.4214 39.3354
2414.csv -74.4214 39.3386
2415.csv -74.4214 39.3418
2416.csv -74.4214 39.345
2417.csv -74.4214 39.3481
2418.csv -74.4214 39.3513
2419.csv -74.4214 39.3545
2420.csv -74.4214 39.3577
2421.csv -74.4214 39.3609
2422.csv -74.4214 39.3641
2423.csv -74.4214 39.3672
2424.csv -74.4214 39.3704
2425.csv -74.4214 39.3736
2426.csv -74.4214 39.3768
2427.csv -74.4214 39.38
2428.csv -74.4214 39.3832
2429.csv -74.4214 39.3863
2430.csv -74.4214 39.3895
2431.csv -74.4214 39.3927
2432.csv -74.4214 39.3959
2433.csv -74.4214 39.3991
2434.csv -74.4214 39.4023
2435.csv -74.4214 39.4054
2436.csv -74.4214 39.4086
2437.csv -74.4214 39.4118
2438.csv -74.4214 39.415
2439.csv -74.4214 39.4182
2440.csv -74.4214 39.4214
2441.csv -74.4214 39.4245
2442.csv -74.4214 39.4277
2443.csv -74.4214 39.4309
2444.csv -74.4214 39.4341
2445.csv -74.4214 39.4373
2446.csv -74.4214 39.4405
2447.csv -74.4214 39.4436
2448.csv -74.4214 39.4468
2449.csv -74.4214 39.45
2450.csv -74.4214 39.4532
2451.csv -74.4168 39.2972
2452.csv -74.4168 39.3004
2453.csv -74.4168 39.3036
2454.csv -74.4168 39.3068
2455.csv -74.4168 39.3099
2456.csv -74.4168 39.3131
2457.csv -74.4168 39.3163
2458.csv -74.4168 39.3195
2459.csv -74.4168 39.3227
2460.csv -74.4168 39.3259
2461.csv -74.4168 39.329
2462.csv -74.4168 39.3322
2463.csv -74.4168 39.3354
2464.csv -74.4168 39.3386
2465.csv -74.4168 39.3418
2466.csv -74.4168 39.345
2467.csv -74.4168 39.3481
2468.csv -74.4168 39.3513
2469.csv -74.4168 39.3545
2470.csv -74.4168 39.3577
2471.csv -74.4168 39.3609
2472.csv -74.4168 39.3641
2473.csv -74.4168 39.3672
2474.csv -74.4168 39.3704
2475.csv -74.4168 39.3736
2476.csv -74.4168 39.3768
2477.csv -74.4168 39.38
2478.csv -74.4168 39.3832
2479.csv -74.4168 39.3863
2480.csv -74.4168 39.3895
2481.csv -74.4168 39.3927
2482.csv -74.4168 39.3959
2483.csv -74.4168 39.3991
2484.csv -74.4168 39.4023
2485.csv -74.4168 39.4054
2486.csv -74.4168 39.4086
2487.csv -74.4168 39.4118
2488.csv -74.4168 39.415
2489.csv -74.4168 39.4182
2490.csv -74.4168 39.4214
2491.csv -74.4168 39.4245
2492.csv -74.4168 39.4277
2493.csv -74.4168 39.4309
2494.csv -74.4168 39.4341
2495.csv -74.4168 39.4373
2496.csv -74.4168 39.4405
2497.csv -74.4168 39.4436
2498.csv -74.4168 39.4468
2499.csv -74.4168 39.45
2500.csv -74.4168 39.4532
2501.csv -74.4122 39.2972
2502.csv -74.4122 39.3004
2503.csv -74.4122 39.3036
2504.csv -74.4122 39.3068
2505.csv -74.4122 39.3099
2506.csv -74.4122 39.3131
2507.csv -74.4122 39.3163
2508.csv -74.4122 39.3195
2509.csv -74.4122 39.3227
2510.csv -74.4122 39.3259
2511.csv -74.4122 39.329
2512.csv -74.4122 39.3322
2513.csv -74.4122 39.3354
2514.csv -74.4122 39.3386
2515.csv -74.4122 39.3418
2516.csv -74.4122 39.345
2517.csv -74.4122 39.3481
2518.csv -74.4122 39.3513
2519.csv -74.4122 39.3545
2520.csv -74.4122 39.3577
2521.csv -74.4122 39.3609
2522.csv -74.4122 39.3641
2523.csv -74.4122 39.3672
2524.csv -74.4122 39.3704
2525.csv -74.4122 39.3736
2526.csv -74.4122 39.3768
2527.csv -74.4122 39.38
2528.csv -74.4122 39.3832
2529.csv -74.4122 39.3863
2530.csv -74.4122 39.3895
2531.csv -74.4122 39.3927
2532.csv -74.4122 39.3959
2533.csv -74.4122 39.3991
2534.csv -74.4122 39.4023
2535.csv -74.4122 39.4054
2536.csv -74.4122 39.4086
2537.csv -74.4122 39.4118
2538.csv -74.4122 39.415
2539.csv -74.4122 39.4182
2540.csv -74.4122 39.4214
2541.csv -74.4122 39.4245
2542.csv -74.4122 39.4277
2543.csv -74.4122 39.4309
2544.csv -74.4122 39.4341
2545.csv -74.4122 39.4373
2546.csv -74.4122 39.4405
2547.csv -74.4122 39.4436
2548.csv -74.4122 39.4468
2549.csv -74.4122 39.45
2550.csv -74.4122 39.4532
2551.csv -74.4077 39.2972
2552.csv -74.4077 39.3004
2553.csv -74.4077 39.3036
2554.csv -74.4077 39.3068
2555.csv -74.4077 39.3099
2556.csv -74.4077 39.3131
2557.csv -74.4077 39.3163
2558.csv -74.4077 39.3195
2559.csv -74.4077 39.3227
2560.csv -74.4077 39.3259
2561.csv -74.4077 39.329
2562.csv -74.4077 39.3322
2563.csv -74.4077 39.3354
2564.csv -74.4077 39.3386
2565.csv -74.4077 39.3418
2566.csv -74.4077 39.345
2567.csv -74.4077 39.3481
2568.csv -74.4077 39.3513
2569.csv -74.4077 39.3545
2570.csv -74.4077 39.3577
2571.csv -74.4077 39.3609
2572.csv -74.4077 39.3641
2573.csv -74.4077 39.3672
2574.csv -74.4077 39.3704
2575.csv -74.4077 39.3736
2576.csv -74.4077 39.3768
2577.csv -74.4077 39.38
2578.csv -74.4077 39.3832
2579.csv -74.4077 39.3863
2580.csv -74.4077 39.3895
2581.csv -74.4077 39.3927
2582.csv -74.4077 39.3959
2583.csv -74.4077 39.3991
2584.csv -74.4077 39.4023
2585.csv -74.4077 39.4054
2586.csv -74.4077 39.4086
2587.csv -74.4077 39.4118
2588.csv -74.4077 39.415
2589.csv -74.4077 39.4182
2590.csv -74.4077 39.4214
2591.csv -74.4077 39.4245
2592.csv -74.4077 39.4277
2593.csv -74.4077 39.4309
2594.csv -74.4077 39.4341
2595.csv -74.4077 39.4373
2596.csv -74.4077 39.4405
2597.csv -74.4077 39.4436
2598.csv -74.4077 39.4468
2599.csv -74.4077 39.45
2600.csv -74.4077 39.4532
2601.csv -74.4031 39.2972
2602.csv -74.4031 39.3004
2603.csv -74.4031 39.3036
2604.csv -74.4031 39.3068
2605.csv -74.4031 39.3099
2606.csv -74.4031 39.3131
2607.csv -74.4031 39.3163
2608.csv -74.4031 39.3195
2609.csv -74.4031 39.3227
2610.csv -74.4031 39.3259
2611.csv -74.4031 39.329
2612.csv -74.4031 39.3322
2613.csv -74.4031 39.3354
2614.csv -74.4031 39.3386
2615.csv -74.4031 39.3418
2616.csv -74.4031 39.345
2617.csv -74.4031 39.3481
2618.csv -74.4031 39.3513
2619.csv -74.4031 39.3545
2620.csv -74.4031 39.3577
2621.csv -74.4031 39.3609
2622.csv -74.4031 39.3641
2623.csv -74.4031 39.3672
2624.csv -74.4031 39.3704
2625.csv -74.4031 39.3736
2626.csv -74.4031 39.3768
2627.csv -74.4031 39.38
2628.csv -74.4031 39.3832
2629.csv -74.4031 39.3863
2630.csv -74.4031 39.3895
2631.csv -74.4031 39.3927
2632.csv -74.4031 39.3959
2633.csv -74.4031 39.3991
2634.csv -74.4031 39.4023
2635.csv -74.4031 39.4054
2636.csv -74.4031 39.4086
2637.csv -74.4031 39.4118
2638.csv -74.4031 39.415
2639.csv -74.4031 39.4182
2640.csv -74.4031 39.4214
2641.csv -74.4031 39.4245
2642.csv -74.4031 39.4277
2643.csv -74.4031 39.4309
2644.csv -74.4031 39.4341
2645.csv -74.4031 39.4373
2646.csv -74.4031 39.4405
2647.csv -74.4031 39.4436
2648.csv -74.4031 39.4468
2649.csv -74.4031 39.45
2650.csv -74.4031 39.4532
2651.csv -74.3985 39.2972
2652.csv -74.3985 39.3004
2653.csv -74.3985 39.3036
2654.csv -74.3985 39.3068
2655.csv -74.3985 39.3099
2656.csv -74.3985 39.3131
2657.csv -74.3985 39.3163
2658.csv -74.3985 39.3195
2659.csv -74.3985 39.3227
2660.csv -74.3985 39.3259
2661.csv -74.3985 39.329
2662.csv -74.3985 39.3322
2663.csv -74.3985 39.3354
2664.csv -74.3985 39.3386
2665.csv -74.3985 39.3418
2666.csv -74.3985 39.345
2667.csv -74.3985 39.3481
2668.csv -74.3985 39.3513
2669.csv -74.3985 39.3545
2670.csv -74.3985 39.3577
2671.csv -74.3985 39.3609
2672.csv -74.3985 39.3641
2673.csv -74.3985 39.3672
2674.csv -74.3985 39.3704
2675.csv -74.3985 39.3736
2676.csv -74.3985 39.3768
2677.csv -74.3985 39.38
2678.csv -74.3985 39.3832
2679.csv -74.3985 39.3863
2680.csv -74.3985 39.3895
2681.csv -74.3985 39.3927
2682.csv -74.3985 39.3959
2683.csv -74.3985 39.3991
2684.csv -74.3985 39.4023
2685.csv -74.3985 39.4054
2686.csv -74.3985 39.4086
2687.csv -74.3985 39.4118
2688.csv -74.3985 39.415
2689.csv -74.3985 39.4182
2690.csv -74.3985 39.4214
2691.csv -74.3985 39.4245
2692.csv -74.3985 39.4277
2693.csv -74.3985 39.4309
2694.csv -74.3985 39.4341
2695.csv -74.3985 39.4373
2696.csv -74.3985 39.4405
2697.csv -74.3985 39.4436
2698.csv -74.3985 39.4468
2699.csv -74.3985 39.45
2700.csv -74.3985 39.4532
2701.csv -74.3939 39.2972
2702.csv -74.3939 39.3004
2703.csv -74.3939 39.3036
2704.csv -74.3939 39.3068
2705.csv -74.3939 39.3099
2706.csv -74.3939 39.3131
2707.csv -74.3939 39.3163
2708.csv -74.3939 39.3195
2709.csv -74.3939 39.3227
2710.csv -74.3939 39.3259
2711.csv -74.3939 39.329
2712.csv -74.3939 39.3322
2713.csv -74.3939 39.3354
2714.csv -74.3939 39.3386
2715.csv -74.3939 39.3418
2716.csv -74.3939 39.345
2717.csv -74.3939 39.3481
2718.csv -74.3939 39.3513
2719.csv -74.3939 39.3545
2720.csv -74.3939 39.3577
2721.csv -74.3939 39.3609
2722.csv -74.3939 39.3641
2723.csv -74.3939 39.3672
2724.csv -74.3939 39.3704
2725.csv -74.3939 39.3736
2726.csv -74.3939 39.3768
2727.csv -74.3939 39.38
2728.csv -74.3939 39.3832
2729.csv -74.3939 39.3863
2730.csv -74.3939 39.3895
2731.csv -74.3939 39.3927
2732.csv -74.3939 39.3959
2733.csv -74.3939 39.3991
2734.csv -74.3939 39.4023
2735.csv -74.3939 39.4054
2736.csv -74.3939 39.4086
2737.csv -74.3939 39.4118
2738.csv -74.3939 39.415
2739.csv -74.3939 39.4182
2740.csv -74.3939 39.4214
2741.csv -74.3939 39.4245
2742.csv -74.3939 39.4277
2743.csv -74.3939 39.4309
2744.csv -74.3939 39.4341
2745.csv -74.3939 39.4373
2746.csv -74.3939 39.4405
2747.csv -74.3939 39.4436
2748.csv -74.3939 39.4468
2749.csv -74.3939 39.45
2750.csv -74.3939 39.4532
2751.csv -74.3893 39.2972
2752.csv -74.3893 39.3004
2753.csv -74.3893 39.3036
2754.csv -74.3893 39.3068
2755.csv -74.3893 39.3099
2756.csv -74.3893 39.3131
2757.csv -74.3893 39.3163
2758.csv -74.3893 39.3195
2759.csv -74.3893 39.3227
2760.csv -74.3893 39.3259
2761.csv -74.3893 39.329
2762.csv -74.3893 39.3322
2763.csv -74.3893 39.3354
2764.csv -74.3893 39.3386
2765.csv -74.3893 39.3418
2766.csv -74.3893 39.345
2767.csv -74.3893 39.3481
2768.csv -74.3893 39.3513
2769.csv -74.3893 39.3545
2770.csv -74.3893 39.3577
